genus,species,subspecies,variant,wood
Rapanea,dependens,,,woody
Drypetes,deplanchei,,,woody
Baumea,deplanchei,,,non-woody
Drypetes,deplanchei,,,woody
Pleurocalyptus,deplanchei,,,woody
Vantanea,depleta,,,woody
Vantanea,depleta,,,woody
Vantanea,depleta,,,woody
Vantanea,depleta,,,woody
Juniperus,deppeana,,,woody
Juniperus,deppeana,,,woody
Juniperus,deppeana,,,woody
Juniperus,deppeana,,,woody
Juniperus,deppeana,,,woody
Juniperus,deppeana,,,woody
Arundinella,deppeana,,,non-woody
Vernonia,deppeana,,,non-woody
Aphelandra,deppeana,,,woody
Juniperus,deppeana,,,woody
Juniperus,deppeana,,,woody
Juniperus,deppeana,,,woody
Senecio,deppeanus,,,semi-woody
Oxalis,deppei,,,non-woody
Calytrix,depressa,,,woody
Gaultheria,depressa,,,woody
Malmea,depressa,,,woody
Nertera,depressa,,,non-woody
Gaultheria,depressa,,,woody
Malmea,depressa,,,woody
Scleria,depressa,,,non-woody
Garnotia,depressa,,,non-woody
Hemarthria,depressa,,,non-woody
Centaurea,depressa,,,non-woody
Nertera,depressa,,,non-woody
Oenothera,depressa,,,non-woody
Pectis,depressa,,,non-woody
Biscutella,depressa,,,non-woody
Gentiana,depressa,,,non-woody
Hermannia,depressa,,,non-woody
Plantago,depressa,,,non-woody
Suaeda,depressa,,,semi-woody
Erica,depressa,,,woody
Acrotriche,depressa,,,woody
Gaultheria,depressa,,,woody
Citrus,depressa,,,woody
Malmea,depressa,,,woody
Hordeum,depressum,,,non-woody
Eryngium,depressum,,,non-woody
Teucrium,depressum,,,non-woody
Arthraxon,depressus,,,non-woody
Corchorus,depressus,,,non-woody
Anacyclus,depressus,,,non-woody
Desmanthus,depressus,,,semi-woody
Eragrostis,deqenensis,,,non-woody
Ebracteola,derenbergiana,,,semi-woody
Fava,de-rosa,,,woody
Festuca,dertonensis,,,non-woody
Veronica,derwentiana,,,semi-woody
Derwentia,derwentiana,,,semi-woody
Buchnera,descampsii,,,non-woody
Tragia,descampsii,,,non-woody
Humularia,descampsii,,,woody
Weinmannia,descendens,,,woody
Calamagrostis,deschampsiiformis,,,non-woody
Arthragrostis,deschampsioides,,,non-woody
Calamagrostis,deschampsioides,,,non-woody
Corynephorus,deschampsioides,,,non-woody
Rosa,deseglisei,,,woody
Salvia,deserta,,,non-woody
Eremophila,deserti,,,woody
Agave,deserti,,,non-woody
Festuca,deserti,,,non-woody
Spermacoce,deserti,,,non-woody
Sansevieria,deserti,,,non-woody
Henophyton,deserti,,,non-woody
Marrubium,deserti,,,non-woody
Scrophularia,deserti,,,non-woody
Eremophila,deserti,,,woody
Myoporum,deserti,,,woody
Lycium,deserti,,,woody
Agave,deserti,,,semi-woody
Aloe,deserti,,,woody
Eremophila,deserti,,,woody
Wurmbea,deserticola,,,non-woody
Calamagrostis,deserticola,,,non-woody
Festuca,deserticola,,,non-woody
Crotalaria,deserticola,,,non-woody
Boerhavia,deserticola,,,non-woody
Sclerolaena,deserticola,,,non-woody
Helianthus,deserticola,,,non-woody
Heliophila,deserticola,,,non-woody
Oenothera,deserticola,,,non-woody
Rubia,deserticola,,,non-woody
Atriplex,deserticola,,,semi-woody
Salsola,deserticola,,,semi-woody
Haplopappus,deserticola,,,woody
Juttadinteria,deserticola,,,woody
Helianthus,deserticola,,,non-woody
Limeum,deserticolum,,,woody
Chrysolaena,desertorum,,,non-woody
Chenopodium,desertorum,,,woody
Eremophila,desertorum,,,woody
Artemisia,desertorum,,,non-woody
Artemisia,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Helictotrichon,desertorum,,,non-woody
Helictotrichon,desertorum,,,non-woody
Helictotrichon,desertorum,,,non-woody
Helictotrichon,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Agropyron,desertorum,,,non-woody
Eragrostis,desertorum,,,non-woody
Helictotrichon,desertorum,,,non-woody
Monechma,desertorum,,,non-woody
Chenopodium,desertorum,,,non-woody
Aponogeton,desertorum,,,non-woody
Artemisia,desertorum,,,non-woody
Alyssum,desertorum,,,non-woody
Scrophularia,desertorum,,,woody
Atriplex,desertorum,,,non-woody
Allium,desertorum,,,non-woody
Bellevalia,desertorum,,,non-woody
Brickellia,desertorum,,,woody
Picrothamnus,desertorum,,,woody
Thymus,deserto-stepposus,,,semi-woody
Hypericum,desetangsii,,,non-woody
Chenopodium,desiccatum,,,non-woody
Senecio,desideratus,,,woody
Aristida,desmantha,,,non-woody
Aspidosperma,desmanthum,,,woody
Aspidosperma,desmanthum,,,woody
Aspidosperma,desmanthum,,,woody
Aspidosperma,desmanthum,,,woody
Aspidosperma,desmanthum,,,woody
Aspidosperma,desmanthum,,,woody
Aspidosperma,desmanthum,,,woody
Aspidosperma,desmanthum,,,woody
Aspidosperma,desmanthum,,,woody
Aspidosperma,desmanthum,,,woody
Aspidosperma,desmanthum,,,woody
Aspidosperma,desmanthum,,,woody
Aspidosperma,desmanthum,,,woody
Eucalyptus,desmondensis,,,woody
Eucalyptus,desmondensis,,,woody
Acacia,desmondii,,,woody
Acacia,desmondii,,,woody
Brassica,desnottesii,,,non-woody
Eragrostis,desolata,,,non-woody
Genoplesium,despectans,,,non-woody
Ficus,destruens,,,woody
Chamaecrista,desvauxii,,,semi-woody
Luzula,desvauxii,,,non-woody
Luzula,desvauxii,,,non-woody
Enneapogon,desvauxii,,,non-woody
Lepidium,desvauxii,,,non-woody
Chenopodium,detestans,,,woody
Rubus,dethardingii,,,woody
Acacia,detinens,,,woody
Dendrocalamus,detinens,,,woody
Acacia,detinens,,,woody
Potentilla,detommasii,,,non-woody
Capparis,detonsa,,,woody
Capparis,detonsa,,,woody
Capparis,detonsa,,,woody
Capparis,detonsa,,,woody
Prunus,detrita,,,woody
Prunus,detrita,,,woody
Eucalyptus,deuaensis,,,woody
Gahnia,deusta,,,non-woody
Gahnia,deusta,,,non-woody
Gahnia,deusta,,,non-woody
Ptilothrix,deusta,,,non-woody
Carpha,deusta,,,non-woody
Centaurea,deusta,,,non-woody
Ptilanthelium,deusteum,,,non-woody
Ptilanthelium,deustum,,,non-woody
Panicum,deustum,,,non-woody
Penstemon,deustus,,,semi-woody
Ophrys,devenensis,,,non-woody
Geonoma,deversa,,,woody
Geonoma,deversa,,,woody
Pinus,devoniana,,,woody
Sorbus,devoniensis,,,woody
Sorbus,devoniensis,,,woody
Sorbus,devoniensis,,,woody
Sorbus,devoniensis,,,woody
Hieracium,dewari,,,non-woody
Hieracium,dewarii,,,non-woody
Hieracium,dewarii,,,non-woody
Aloe,dewetii,,,non-woody
Dryopteris,deweveri,,,non-woody
Desplatsia,dewevrei,,,woody
Gilbertiodendron,dewevrei,,,woody
Polygala,dewevrei,,,non-woody
Pleiotaxis,dewevrei,,,semi-woody
Coffea,dewevrei,,,woody
Colletoecema,dewevrei,,,woody
Gilbertiodendron,dewevrei,,,woody
Desplatsia,dewevrei,,,woody
Carex,deweyana,,,non-woody
Agropyron,deweyi,,,non-woody
Vernonia,dewildemaniana,,,non-woody
Pycnostachys,de-wildemaniana,,,non-woody
Macrotyloma,dewildemanianum,,,non-woody
Chevalierella,dewildemanii,,,non-woody
Aristida,dewinteri,,,non-woody
Jatropha,dhofarica,,,woody
Anogeissus,dhofarica,,,woody
Meconopsis,dhwojii,,,non-woody
Strychnos,diaboli,,,woody
Isachne,diabolica,,,non-woody
Acer,diabolicum,,,woody
Sclerolaena,diacantha,,,woody
Sclerolaena,diacantha,,,woody
Sclerolaena,diacantha,,,woody
Ptilostemon,diacantha,,,woody
Ribes,diacantha,,,woody
Flotovia,diacanthoides,,,woody
Flotovia,diacanthoides,,,woody
Dasyphyllum,diacanthoides,,,woody
Ribes,diacanthum,,,woody
Ribes,diacanthum,,,woody
Ribes,diacanthum,,,woody
Ribes,diacanthum,,,woody
Decaryochloa,diadelpha,,,non-woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Endospermum,diadenum,,,woody
Digitaria,diagonalis,,,non-woody
Sporobolus,diander,,,non-woody
Scleranthus,diander,,,semi-woody
Carex,diandra,,,non-woody
Carex,diandra,,,non-woody
Cyathochaeta,diandra,,,non-woody
Omphalea,diandra,,,woody
Omphalea,diandra,,,woody
Omphalea,diandra,,,woody
Omphalea,diandra,,,woody
Omphalea,diandra,,,woody
Anisantha,diandra,,,non-woody
Carex,diandra,,,non-woody
Carex,diandra,,,non-woody
Anisantha,diandra,,,non-woody
Carex,diandra,,,non-woody
Anisantha,diandra,,,non-woody
Anisantha,diandra,,,non-woody
Rotala,diandra,,,non-woody
Omphalea,diandra,,,woody
Carex,diandra,,,non-woody
Cyathochaeta,diandra,,,non-woody
Anisantha,diandra,,,non-woody
Spergularia,diandra,,,non-woody
Cleome,diandra,,,non-woody
Glossostigma,diandrum,,,non-woody
Bromus,diandrus,,,non-woody
Cyperus,diandrus,,,non-woody
Bromus,diandrus,,,non-woody
Carduncellus,dianius,,,non-woody
Mosla,dianthera,,,non-woody
Bambusa,diaoluoshanensis,,,woody
Acantholimon,diapensioides,,,non-woody
Acantholimon,diapensioides,,,semi-woody
Erica,diaphana,,,woody
Erica,diaphana,,,woody
Berberis,diaphana,,,woody
Hieracium,diaphanoides,,,non-woody
Hieracium,diaphanoides,,,non-woody
Hieracium,diaphanoides,,,non-woody
Hieracium,diaphanum,,,non-woody
Adiantum,diaphanum,,,non-woody
Hieracium,diaphanum,,,non-woody
Senecio,diaschides,,,semi-woody
Taraxacum,diastematicum,,,non-woody
Schwartzia,diaz-piedrahitae,,,woody
Norantea,diaz-piedrahitae,,,woody
Pereskia,diaz-romeroana,,,non-woody
Pereskia,diaz-romeroana,,,non-woody
Spermacoce,dibrachiata,,,non-woody
Gleichenia,dicarpa,,,non-woody
Gleichenia,dicarpa,,,non-woody
Phaeoneuron,dicellandroides,,,semi-woody
Disperis,dicerochila,,,non-woody
Austrochloris,dichanthioides,,,non-woody
Aegilops,dichasians,,,non-woody
Allium,dichlamydeum,,,non-woody
Festuca,dichoclada,,,non-woody
Croton,dichogamus,,,woody
Nertera,dichondraefolia,,,non-woody
Nertera,dichondrifolia,,,non-woody
Silene,dichotoma,,,non-woody
Bernardia,dichotoma,,,woody
Cordia,dichotoma,,,woody
Fimbristylis,dichotoma,,,non-woody
Leandra,dichotoma,,,woody
Leandra,dichotoma,,,woody
Leandra,dichotoma,,,woody
Iris,dichotoma,,,non-woody
Dicranopteris,dichotoma,,,non-woody
Fimbristylis,dichotoma,,,non-woody
Dicranopteris,dichotoma,,,non-woody
Dicranopteris,dichotoma,,,non-woody
Dicranopteris,dichotoma,,,non-woody
Dicranopteris,dichotoma,,,non-woody
Dicranopteris,dichotoma,,,non-woody
Dicranopteris,dichotoma,,,non-woody
Dicranopteris,dichotoma,,,non-woody
Dicranopteris,dichotoma,,,non-woody
Dicranopteris,dichotoma,,,non-woody
Dicranopteris,dichotoma,,,non-woody
Dicranopteris,dichotoma,,,non-woody
Ventilago,dichotoma,,,woody
Pyrostegia,dichotoma,,,woody
Dicranopteris,dichotoma,,,non-woody
Fimbristylis,dichotoma,,,non-woody
Aristida,dichotoma,,,non-woody
Cutandia,dichotoma,,,non-woody
Ptilagrostis,dichotoma,,,non-woody
Johrenia,dichotoma,,,non-woody
Silene,dichotoma,,,non-woody
Iris,dichotoma,,,non-woody
Utricularia,dichotoma,,,non-woody
Pectis,dichotoma,,,non-woody
Stillingia,dichotoma,,,semi-woody
Leandra,dichotoma,,,semi-woody
Bernardia,dichotoma,,,woody
Callicarpa,dichotoma,,,woody
Vahlia,dichotoma,,,non-woody
Aloe,dichotoma,,,woody
Cordia,dichotoma,,,woody
Terminalia,dichotoma,,,woody
Manihot,dichotoma,,,woody
Qualea,dichotoma,,,woody
Panicum,dichotomiflorum,,,non-woody
Panicum,dichotomiflorum,,,non-woody
Cerastium,dichotomum,,,non-woody
Stoibrax,dichotomum,,,non-woody
Cerastium,dichotomum,,,non-woody
Nama,dichotomum,,,non-woody
Nama,dichotomum,,,non-woody
Nama,dichotomum,,,non-woody
Nama,dichotomum,,,non-woody
Jasminum,dichotomum,,,woody
Panicum,dichotomum,,,non-woody
Pennisetum,dichotomum,,,non-woody
Nama,dichotomum,,,non-woody
Cerastium,dichotomum,,,non-woody
Stylidium,dichotomum,,,non-woody
Desmodium,dichotomum,,,semi-woody
Aichryson,dichotomum,,,non-woody
Canarium,dichotomum,,,woody
Stoibrax,dichotomum,,,non-woody
Thysanotus,dichotomus,,,non-woody
Thamnochortus,dichotomus,,,non-woody
Juncus,dichotomus,,,non-woody
Thamnochortus,dichotomus,,,non-woody
Homalocarpus,dichotomus,,,non-woody
Thysanotus,dichotomus,,,non-woody
Linanthus,dichotomus,,,non-woody
Pteranthus,dichotomus,,,non-woody
Ipomoea,dichroa,,,non-woody
Hyparrhenia,dichroa,,,non-woody
Guaduella,dichroa,,,non-woody
Disa,dichroa,,,non-woody
Salix,dichroa,,,woody
Ruschia,dichroa,,,woody
Diospyros,dichroa,,,woody
Corymbia,dichromophloia,,,woody
Eucalyptus,dichromophloia,,,woody
Psittacanthus,dichroos,,,woody
Diospyros,dichrophylla,,,woody
Endiandra,dichrophylla,,,woody
Cyperus,dichrostachyus,,,non-woody
Hexacyrtis,dickiana,,,non-woody
Cystopteris,dickieana,,,non-woody
Cystopteris,dickieana,,,non-woody
Horwoodia,dicksoniae,,,non-woody
Malmea,diclina,,,woody
Pseudomalmea,diclina,,,woody
Pseudomalmea,diclina,,,woody
Malmea,diclina,,,woody
Pseudomalmea,diclina,,,woody
Festuca,diclina,,,non-woody
Pseudomalmea,diclina,,,woody
Malmea,diclina,,,woody
Silene,diclinis,,,non-woody
Triticum,dicoccoides,,,non-woody
Triticum,dicoccon,,,non-woody
Canthium,dicoccum,,,woody
Canthium,dicoccum,,,woody
Canthium,dicoccum,,,woody
Canthium,dicoccum,,,woody
Canthium,dicoccum,,,woody
Canthium,dicoccum,,,woody
Canthium,dicoccum,,,woody
Triticum,dicoccum,,,non-woody
Canthium,dicoccum,,,woody
Ficus,dicranostyla,,,woody
Fioria,dictyocarpa,,,semi-woody
Pouteria,dictyoneura,,,woody
Brachiaria,dictyoneura,,,non-woody
Acacia,dictyoneura,,,woody
Homalium,dictyoneurum,,,woody
Homalium,dictyoneurum,,,woody
Acacia,dictyophleba,,,woody
Erythrocephalum,dictyophlebium,,,semi-woody
Syzygium,dictyophlebium,,,woody
Berberis,dictyophylla,,,woody
Allium,dictyoprasum,,,non-woody
Rorippa,dictyosperma,,,non-woody
Lepidium,dictyotum,,,non-woody
Digitaria,didactyla,,,non-woody
Sarcocephalus,diderrichii,,,woody
Nauclea,diderrichii,,,woody
Sarcocephalus,diderrichii,,,woody
Trachymene,didiscoides,,,non-woody
Biscutella,didyma,,,non-woody
Monarda,didyma,,,non-woody
Veronica,didyma,,,non-woody
Allophylus,didymadenius,,,woody
Hernandia,didymantha,,,woody
Hernandia,didymantha,,,woody
Hernandia,didymantha,,,woody
Hernandia,didymantha,,,woody
Cassia,didymobotrya,,,woody
Osmanthus,didymopetalus,,,woody
Ardisia,didymopora,,,woody
Tetrorchidium,didymostemon,,,woody
Jasminum,didymum,,,woody
LEPIDIUM,DIDYMUM,,,non-woody
LEPIDIUM,DIDYMUM,,,non-woody
Jasminum,didymum,,,woody
Canthium,didymum,,,woody
Coronopus,didymus,,,non-woody
Coronopus,didymus,,,non-woody
Coronopus,didymus,,,non-woody
Coronopus,didymus,,,non-woody
Kelleria,dieffenbachii,,,woody
Stephanomeria,diegensis,,,non-woody
Guatteria,dielsiana,,,woody
Guatteria,dielsiana,,,woody
Malmea,dielsiana,,,woody
Malmea,dielsiana,,,woody
Guatteria,dielsiana,,,woody
Malmea,dielsiana,,,woody
Millettia,dielsiana,,,woody
Dinochloa,dielsiana,,,non-woody
Moehringia,dielsiana,,,non-woody
Drosera,dielsiana,,,non-woody
Hypsophila,dielsiana,,,woody
Prunus,dielsiana,,,woody
Malmea,dielsiana,,,woody
Guatteria,dielsiana,,,woody
Endiandra,dielsiana,,,woody
Allocasuarina,dielsiana,,,woody
Cotoneaster,dielsianus,,,woody
Eragrostis,dielsii,,,non-woody
Eragrostis,dielsii,,,non-woody
Abelia,dielsii,,,woody
Eucalyptus,dielsii,,,woody
Agrostis,diemenica,,,non-woody
Mentha,diemenica,,,non-woody
Corybas,diemenicus,,,non-woody
Calamagrostis,diemii,,,non-woody
Diospyros,diepenhorstii,,,woody
Macaranga,diepenhorstii,,,woody
Heinsenia,diervilleoides,,,woody
Aulacocalyx,diervilleoides,,,woody
Heinsenia,diervilleoides,,,woody
Cymbopogon,dieterlenii,,,non-woody
Mansoa,difficilis,,,woody
Acacia,difficilis,,,woody
Philotheca,difformis,,,woody
Cyperus,difformis,,,non-woody
Cyperus,difformis,,,non-woody
Cyperus,difformis,,,non-woody
Anchomanes,difformis,,,non-woody
Xyris,difformis,,,non-woody
Philotheca,difformis,,,woody
Acacia,difformis,,,woody
Centaurea,diffusa,,,non-woody
Froesia,diffusa,,,woody
Froesia,diffusa,,,woody
Lycopodiella,diffusa,,,non-woody
Metrosideros,diffusa,,,non-woody
Froesia,diffusa,,,woody
Metrosideros,diffusa,,,woody
Metrosideros,diffusa,,,woody
Centaurea,diffusa,,,non-woody
Centaurea,diffusa,,,non-woody
Centaurea,diffusa,,,non-woody
Centaurea,diffusa,,,non-woody
Commelina,diffusa,,,non-woody
Metrosideros,diffusa,,,woody
Vernonanthura,diffusa,,,woody
Ventilago,diffusa,,,woody
Coptosapelta,diffusa,,,woody
Lycopodiella,diffusa,,,non-woody
Aristida,diffusa,,,non-woody
Calamagrostis,diffusa,,,non-woody
Digitaria,diffusa,,,non-woody
Festuca,diffusa,,,non-woody
Agrostis,diffusa,,,non-woody
Eragrostis,diffusa,,,non-woody
Chenolea,diffusa,,,non-woody
Iresine,diffusa,,,non-woody
Centaurea,diffusa,,,non-woody
Githopsis,diffusa,,,non-woody
Commelina,diffusa,,,non-woody
Canscora,diffusa,,,non-woody
Boerhavia,diffusa,,,non-woody
Phlox,diffusa,,,non-woody
Chorizanthe,diffusa,,,non-woody
Parietaria,diffusa,,,non-woody
Threlkeldia,diffusa,,,non-woody
Beta,diffusa,,,non-woody
Arctotis,diffusa,,,non-woody
Gorteria,diffusa,,,non-woody
Hedyotis,diffusa,,,non-woody
Hibbertia,diffusa,,,woody
Lithodora,diffusa,,,woody
Acacia,diffusa,,,woody
Eutaxia,diffusa,,,woody
Grevillea,diffusa,,,woody
Incarvillea,diffusa,,,woody
Lessertia,diffusa,,,woody
Froesia,diffusa,,,woody
Cerastium,diffusum,,,non-woody
Cerastium,diffusum,,,non-woody
Erysimum,diffusum,,,non-woody
Trifolium,diffusum,,,non-woody
Chiliotrichum,diffusum,,,woody
Cerastium,diffusum,,,non-woody
Cerastium,diffusum,,,non-woody
Cerastium,diffusum,,,non-woody
Acroceras,diffusum,,,non-woody
Erysimum,diffusum,,,non-woody
Cerastium,diffusum,,,non-woody
Trifolium,diffusum,,,non-woody
Eriastrum,diffusum,,,non-woody
Gayophytum,diffusum,,,non-woody
Chiliotrichum,diffusum,,,woody
Cyperus,diffusus,,,non-woody
Juncus,diffusus,,,non-woody
Prismatocarpus,diffusus,,,woody
Rhyncholaelia,digbyana,,,non-woody
Penstemon,digitalis,,,non-woody
Carex,digitalis,,,non-woody
Penstemon,digitalis,,,non-woody
Merremia,digitata,,,non-woody
Carex,digitata,,,non-woody
Carex,digitata,,,non-woody
Carex,digitata,,,non-woody
Adansonia,digitata,,,woody
Jacaratia,digitata,,,woody
Jacaratia,digitata,,,woody
Leptochloa,digitata,,,non-woody
Schefflera,digitata,,,woody
Carex,digitata,,,non-woody
Adansonia,digitata,,,woody
Jacaratia,digitata,,,woody
Carex,digitata,,,non-woody
Carex,digitata,,,non-woody
Schefflera,digitata,,,woody
Schefflera,digitata,,,woody
Schefflera,digitata,,,woody
Schefflera,digitata,,,woody
Schefflera,digitata,,,woody
Schefflera,digitata,,,woody
Schefflera,digitata,,,woody
Adansonia,digitata,,,woody
Carex,digitata,,,non-woody
Carex,digitata,,,non-woody
Carex,digitata,,,non-woody
Schefflera,digitata,,,woody
Carex,digitata,,,non-woody
Adansonia,digitata,,,woody
Adansonia,digitata,,,woody
Adansonia,digitata,,,woody
Rhoicissus,digitata,,,woody
Ipomoea,digitata,,,woody
Adenia,digitata,,,woody
Carex,digitata,,,non-woody
Craspedorhachis,digitata,,,non-woody
Leptochloa,digitata,,,non-woody
Lophacme,digitata,,,non-woody
Rottboellia,digitata,,,non-woody
Mastersiella,digitata,,,non-woody
Cucurbita,digitata,,,non-woody
Alcea,digitata,,,non-woody
Heliophila,digitata,,,non-woody
Cienfuegosia,digitata,,,semi-woody
Triumfetta,digitata,,,woody
Schefflera,digitata,,,woody
Jacaratia,digitata,,,woody
Adansonia,digitata,,,woody
Urelytrum,digitatum,,,non-woody
Cyperus,digitatus,,,non-woody
Lupinus,digitatus,,,non-woody
Humiriastrum,diguense,,,woody
Humiriastrum,diguense,,,woody
Humiriastrum,diguense,,,woody
Humiriastrum,diguense,,,woody
Tillandsia,diguetii,,,non-woody
