genus,species,subspecies,variant,span
Agrostis,gigantea,gigantea,,perennial
Solidago,gigantea,serotina,,perennial
Veronica,hederifolia,hederifolia,,annual
Silene,latifolia,alba,,annual/perennial
Trifolium,medium,medium,,perennial
Orchis,morio,morio,,perennial
Verbascum,nigrum,nigrum,,perennial
Symphytum,officinale,officinale,,perennial
Campanula,patula,patula,,biennial
Cardamine,pratensis,pratensis,,perennial
Festuca,pratensis,pratensis,,perennial
Tragopogon,pratensis,orientalis,,biannual/perennial
Cerastium,pumilum,pumilum,,annual
Medicago,sativa,falcata,,perennial
Vicia,sativa,nigra,,annual
Veronica,serpyllifolia,serpyllifolia,,perennial
Rorippa,sylvestris,sylvestris,,perennial
Filipendula,ulmaria,ulmaria,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Comandra,umbellata,pallida,,perennial
Phoradendron,aguilarii,,,perennial
Begonia,calderonii,,,perennial
Jarilla,chocola,,,perennial
Heisteria,concinna,,,perennial
Struthanthus,costaricensis,,,perennial
Valeriana,cucurbitifolia,,,perennial
Struthanthus,johnstonii,,,perennial
Thalictrum,lankesteri,,,perennial
Psittacanthus,mayanus,,,perennial
Agonandra,obtusifolia,,,perennial
Thalictrum,panamense,,,perennial
Struthanthus,phaneroneurus,,,perennial
Valeriana,prionophylla,,,perennial
Ximenia,pubescens,,,perennial
Thalictrum,steyermarkii,,,perennial
Struthanthus,tenuifolius,,,perennial
Phoradendron,treleaseanum,,,perennial
Amaranthus,watsonii,,,annual
Begonia,adenostegia,,,perennial
Begonia,burbidgei,,,perennial
Begonia,decora,,,perennial
Galium,ghilanicum,,,annual
Begonia,inostegia,,,perennial
Poa,khasiana,,,annual/perennial
Olax,major,,,perennial
Begonia,oblongifolia,,,perennial
Begonia,peristegia,,,perennial
Poa,polycolea,,,perennial
Fragaria,iturupensis,,,perennial
Fragaria,mandshurica,,,perennial
Fragaria,tibetica,,,perennial
Dendrotrophe,amorpha,,,perennial
Amphorogyne,celastroides,,,perennial
Exocarpos,clavatus,,,perennial
Dendromyza,crassifolia,,,perennial
Dendromyza,ledermannii,,,perennial
Exocarpos,menziesii,,,perennial
Exocarpos,micranthus,,,perennial
Dendromyza,puberula,,,perennial
Spirogardnera,rubescens,,,perennial
Amphorogyne,spicata,,,perennial
Dendromyza,volubilis,,,perennial
Galium,kamtschaticum,,,perennial
Thalictrum,squarrosum,,,perennial
Potentilla,verticillaris,,,perennial
Poa,acroleuca,,,annual/perennial
Carex,amphibola,,,perennial
Gunnera,bracteata,,,perennial
Galium,bungei,,,perennial
Dendropemon,emarginatum,,,perennial
Digitaria,eriantha,,,perennial
Quinchamalium,fruticulosum,,,perennial
Begonia,homonyma,,,perennial
Carex,hyalinolepis,,,perennial
Zoysia,japonica,,,perennial
Asparagus,laevissimus,,,perennial
Begonia,nigritarum,,,perennial
Cyperus,pseudovegetus,,,perennial
Poa,sinaica,,,perennial
Asparagus,spinescens,,,perennial
Quinchamalium,tenue,,,perennial
Dendropemon,uniflorum,,,perennial
Fragaria,campestris,,,perennial
Nepeta,supina,,,perennial
Phoradendron,aphyllum,,,perennial
Schoepfia,clarkii,,,perennial
Psittacanthus,costanensis,,,perennial
Schoepfia,tepuiensis,,,perennial
Valeriana,texana,,,perennial
Dulacia,redmondii,,,perennial
Carex,rostrata,,,perennial
Rumex,trisetifer,,,annual
Erigeron,acer,acer,,biennial/perennial
Ranunculus,acris,acris,,perennial
Ranunculus,acris,acris,,perennial
Androsace,adfinis,adfinis,,perennial
Leucanthemum,adustum,adustum,,perennial
Draba,aizoides,aizoides,,perennial
Sinapis,alba,alba,,annual
Viola,alba,dehnhardtii,,perennial
Viola,alba,scotophylla,,perennial
Galium,album,album,,perennial
Veratrum,album,album,,perennial
Stachys,alopecuros,alopecuros,,perennial
Arabis,alpina,alpina,,perennial
Festuca,alpina,alpina,,perennial
Linaria,alpina,alpina,,perennial
Pritzelago,alpina,alpina,,perennial
Pritzelago,alpina,brevicaulis,,perennial
Pulsatilla,alpina,alpina,,perennial
Saussurea,alpina,alpina,,perennial
Saussurea,alpina,depressa,,perennial
Luzula,alpinopilosa,alpinopilosa,,perennial
Thlaspi,alpinum,alpinum,,perennial
Orobanche,alsatica,alsatica,,annual/biennial/perennial
Lotus,angustissimus,hispidus,,annual
Lunaria,annua,annua,,biennial/perennial
Mercurialis,annua,annua,,annual
Mercurialis,annua,huetii,,annual
Seseli,annuum,annuum,,annual/biennial/perennial
Erigeron,annuus,annuus,,annual/biennial/perennial
Scleranthus,annuus,annuus,,annual/biennial
Sagina,apetala,apetala,,perennial
Sempervivum,arachnoideum,arachnoideum,,perennial
Sempervivum,arachnoideum,tomentosum,,perennial
Armeria,arenaria,arenaria,,perennial
Jovibarba,arenaria,arenaria,,perennial
Onobrychis,arenaria,arenaria,,perennial
Ammophila,arenaria,australis,,perennial
Armeria,arenaria,bupleuroides,,perennial
Cardaminopsis,arenosa,arenosa,,annual/biennial
Festuca,arundinacea,arundinacea,,perennial
festuca,arundinacea,fenas,,perennial
Festuca,arundinacea,arundinacea,,perennial
Cerastium,arvense,arvense,,perennial
Trifolium,arvense,arvense,,annual/biennial
Cerastium,arvense,suffruticosum,,perennial
Anthemis,arvensis,arvensis,,annual/biennial
Bromus,arvensis,arvensis,,annual
Buglossoides,arvensis,arvensis,,annual
Sonchus,arvensis,arvensis,,perennial
Torilis,arvensis,arvensis,,annual
Anthemis,arvensis,incrassata,,annual
Anthemis,arvensis,arvensis,,annual
Anagallis,arvensis,arvensis,,annual
Torilis,arvensis,purpurea,,annual
Sonchus,asper,asper,,annual/biennial
Sonchus,asper,asper,,annual
Carex,atrata,atrata,,perennial
Plantago,atrata,atrata,,perennial
Carex,atrata,atrata,,perennial
Leucanthemum,atratum,atratum,,perennial
Leucanthemum,atratum,coronopifolium,,perennial
Sedum,atratum,atratum,,annual/biennial
Astragalus,australis,australis,,perennial
Scorzonera,austriaca,austriaca,,perennial
Veronica,austriaca,teucrium,,perennial
Linum,austriacum,austriacum,,perennial
Polygonum,aviculare,rurivagum,,annual
Pseudolysimachion,barrelieri,barrelieri,,perennial
Moehringia,bavarica,bavarica,,perennial
Moehringia,bavarica,insubrica,,perennial
Arabis,bellidifolia,bellidifolia,,perennial
Carlina,biebersteinii,biebersteinii,,biennial/perennial
Saxifraga,biflora,biflora,,perennial
Gagea,bohemica,saxatilis,,perennial
Cerastium,brachypetalum,brachypetalum,,annual
Carex,brunnescens,brunnescens,,perennial
Lilium,bulbiferum,bulbiferum,,perennial
Lilium,bulbiferum,croceum,,perennial
Poa,bulbosa,bulbosa,,perennial
Ranunculus,bulbosus,bulbosus,,perennial
Gentiana,burseri,villarsii,,perennial
Viola,calcarata,calcarata,,perennial
Viola,calcarata,zoysii,,perennial
Artemisia,campestris,campestris,,perennial
Gentiana,campestris,campestris,,annual/biennial
Oxytropis,campestris,campestris,,perennial
Viola,canina,canina,,perennial
Eupatorium,cannabinum,cannabinum,,perennial
Helianthemum,canum,canum,,perennial
Agrostis,capillaris,castellana,,perennial
Allium,carinatum,carinatum,,perennial
Cerastium,carinthiacum,carinthiacum,,perennial
Campanula,carnica,carnica,,perennial
Daucus,carota,hispanicus,,perennial
Daucus,carota,maximus,,perennial
Daucus,carota,carota,,perennial
Dianthus,carthusianorum,carthusianorum,,perennial
Aira,caryophyllea,caryophyllea,,annual
Valeriana,celtica,celtica,,perennial
Verbascum,chaixii,chaixii,,perennial
Veronica,chamaedrys,chamaedrys,,perennial
Coincya,cheiranthos,cheiranthos,,perennial
Minuartia,cherlerioides,cherlerioides,,perennial
Melica,ciliata,ciliata,,perennial
Melica,ciliata,magnolii,,perennial
Melica,ciliata,ciliata,,perennial
Lycopodium,clavatum,clavatum,,perennial
Doronicum,clusii,clusii,,perennial
Scabiosa,columbaria,columbaria,,perennial
Orchis,coriophora,coriophora,,perennial
Tanacetum,corymbosum,corymbosum,,perennial
Vicia,cracca,cracca,,perennial
Vicia,cracca,incana,,perennial
Vicia,cracca,cracca,,perennial
Stachys,cretica,salviifolia,,perennial
Inula,crithmoides,longifolia,,perennial
Carex,curvula,curvula,,perennial
Asperula,cynanchica,cynanchica,,perennial
Lotus,cytisoides,cytisoides,,perennial
Spiraea,decumbens,decumbens,,perennial
Carduus,defloratus,carlinifolius,,perennial
Carduus,defloratus,defloratus,,perennial
Bromus,diandrus,maximus,,annual
Bromus,diandrus,diandrus,,annual
Knautia,dipsacifolia,dipsacifolia,,perennial
Carex,divisa,chaetophylla,,perennial
Senecio,doronicum,doronicum,,perennial
Knautia,drymeia,drymeia,,perennial
Papaver,dubium,dubium,,annual
Ecballium,elaterium,elaterium,,perennial
Primula,elatior,elatior,,perennial
Delphinium,elatum,elatum,,perennial
Cuscuta,epithymum,epithymum,,annual
Achillea,erba-rotta,ambigua,,perennial
Achillea,erba-rotta,erba-rotta,,perennial
Achillea,erba-rotta,moschata,,perennial
Sparganium,erectum,erectum,,perennial
Bromus,erectus,condensatus,,perennial
Bromus,erectus,erectus,,perennial
Fumana,ericoides,montana,,perennial
Stipa,eriocaulis,austriaca,,perennial
Stipa,eriocaulis,eriocaulis,,perennial
Cirsium,eriophorum,eriophorum,,biennial
Saxifraga,exarata,exarata,,perennial
Saxifraga,exarata,moschata,,perennial
Bupleurum,falcatum,cernuum,,perennial
Bupleurum,falcatum,falcatum,,perennial
Carex,ferruginea,ferruginea,,perennial
Ranunculus,ficaria,ficaria,,perennial
Ranunculus,ficaria,ficariiformis,,perennial
Trisetum,flavescens,flavescens,,perennial
Trisetum,flavescens,purpurascens,,perennial
Thalictrum,flavum,glaucum,,perennial
Crepis,foetida,foetida,,annual/biennial
Montia,fontana,fontana,,annual/biennial/perennial
Cerastium,fontanum,fontanum,,perennial
Cerastium,fontanum,vulgare,,perennial
Crepis,froelichiana,froelichiana,,perennial
Gentiana,froelichii,froelichii,,perennial
Dianthus,furcatus,furcatus,,perennial
Lamium,galeobdolon,galeobdolon,,perennial
Solidago,gigantea,serotina,,perennial
Trinia,glauca,glauca,,perennial
Phyteuma,globulariifolium,globulariifolium,,perennial
Campanula,glomerata,glomerata,,perennial
Dactylis,glomerata,glomerata,,perennial
Dactylis,glomerata,glomerata,,perennial
Dactylis,glomerata,hispanica,,perennial
Hyalosperma,glutinosum,glutinosum,,annual
Oxytropis,halleri,halleri,,perennial
Pulsatilla,halleri,halleri,,perennial
Carex,halleriana,halleriana,,perennial
Hedysarum,hedysaroides,hedysaroides,,perennial
Epipactis,helleborine,helleborine,,perennial
Sidalcea,hickmanii,anomala,,perennial
Picris,hieracioides,hieracioides,,biennial/perennial
Genista,hispanica,hispanica,,perennial
Genista,hispanica,occidentalis,,perennial
Ophrys,holosericea,holosericea,,perennial
Bromus,hordeaceus,hordeaceus,,annual
Bromus,hordeaceus,hordeaceus,,annual
Saxifraga,hostii,hostii,,perennial
Trifolium,hybridum,hybridum,,biennial/perennial
Cytinus,hypocistis,hypocistis,,perennial
Astragalus,hypoglottis,hypoglottis,,perennial
Leontodon,incanus,incanus,,perennial
Senecio,incanus,carniolicus,,perennial
Senecio,incanus,incanus,,perennial
Senecio,incanus,insubricus,,perennial
Dactylorhiza,incarnata,incarnata,,perennial
Trifolium,incarnatum,incarnatum,,annual/biennial
Centaurea,jacea,jacea,,perennial
Phoradendron,juniperinum,juniperinum,,perennial
Salsola,kali,kali,,annual
Paronychia,kapela,kapela,,perennial
Scorzonera,laciniata,laciniata,,annual/biennial
Biscutella,laevigata,laevigata,,perennial
Festuca,laevigata,laevigata,,perennial
Minuartia,laricifolia,laricifolia,,perennial
Antirrhinum,latifolium,latifolium,,perennial
Daphne,laureola,laureola,,perennial
Cyperus,longus,badius,,perennial
Scabiosa,lucida,lucida,,perennial
Gentiana,lutea,lutea,,perennial
Odontites,luteus,luteus,,annual
Luzula,luzuloides,luzuloides,,perennial
Aconitum,lycoctonum,vulparia,,perennial
Hypericum,maculatum,maculatum,,perennial
Astrantia,major,major,,perennial
Plantago,major,major,,perennial
Plantago,major,major,,perennial
Antirrhinum,majus,majus,,perennial
Sidalcea,malviflora,laciniata,,perennial
Sidalcea,malviflora,malviflora,,perennial
Sidalcea,malviflora,patula,,perennial
Sidalcea,malviflora,purpurea,,perennial
Plantago,maritima,maritima,,perennial
Plantago,maritima,serpentina,,perennial
Plantago,maritima,serpentina,,perennial
Polypogon,maritimus,subspathaceus,,annual
Polypogon,maritimus,maritimus,,annual
Teucrium,marum,marum,,perennial
Orchis,mascula,mascula,,perennial
Hesperis,matronalis,matronalis,,biennial/perennial
Hesperis,matronalis,nivea,,biennial/perennial
Achillea,millefolium,millefolium,,perennial
Achillea,millefolium,sudetica,,perennial
Cerinthe,minor,minor,,biennial/perennial
Sanguisorba,minor,minor,,perennial
Arctium,minus,minus,,annual/biennial
Chaenorrhinum,minus,minus,,annual
Thalictrum,minus,minus,,perennial
Galium,mollugo,mollugo,,perennial
Galium,mollugo,erectum,,perennial
Anthyllis,montana,montana,,perennial
Satureja,montana,montana,,perennial
Alyssum,montanum,montanum,,perennial
Sedum,montanum,montanum,,perennial
Sedum,montanum,orientale,,perennial
Sempervivum,montanum,montanum,,perennial
Trifolium,montanum,montanum,,perennial
Leontodon,montanus,montanus,,perennial
Orchis,morio,morio,,perennial
Luzula,multiflora,multiflora,,perennial
Scorpiurus,muricatus,subvillosus,,annual
Hordeum,murinum,murinum,,annual
Hordeum,murinum,leporinum,,annual
Hordeum,murinum,murinum,,annual
Aconitum,napellus,lusitanicum,,perennial
Stellaria,nemorum,nemorum,,perennial
Centaurea,nervosa,nervosa,,perennial
Euphorbia,nicaeensis,nicaeensis,,perennial
Polygala,nicaeensis,nicaeensis,,perennial
Helleborus,niger,niger,,perennial
Ballota,nigra,nigra,,perennial
Ballota,nigra,meridionalis,,perennial
Solanum,nigrum,nigrum,,annual
Achillea,nobilis,nobilis,,perennial
Carex,norvegica,norvegica,,perennial
Helianthemum,nummularium,nummularium,,perennial
Carduus,nutans,nutans,,biennial
Silene,nutans,nutans,,perennial
Asplenium,obovatum,billotii,,perennial
Asplenium,obovatum,obovatum,,perennial
Rumex,obtusifolius,obtusifolius,,perennial
Anthoxanthum,odoratum,odoratum,,perennial
Helianthemum,oelandicum,italicum,,perennial
Helianthemum,oelandicum,pourretii,,perennial
Helianthemum,oelandicum,incanum,,perennial
Fumaria,officinalis,officinalis,,annual
Paeonia,officinalis,officinalis,,perennial
Stachys,officinalis,serotina,,perennial
Portulaca,oleracea,oleracea,,annual
Saxifraga,oppositifolia,oppositifolia,,perennial
Senecio,ovatus,ovatus,,perennial
Lathyrus,pannonicus,pannonicus,,perennial
Ranunculus,parnassiifolius,parnassiifolius,,perennial
Eremalche,parryi,kernensis,,annual
Campanula,patula,patula,,biennial/perennial
Scandix,pecten-veneris,pecten-veneris,,annual
Stipa,pennata,grafiana,,perennial
Dorycnium,pentaphyllum,pentaphyllum,,perennial
Rubia,peregrina,longifolia,,perennial
Rubia,peregrina,requienii,,perennial
Rubia,peregrina,peregrina,,perennial
Blackstonia,perfoliata,perfoliata,,annual
Hypericum,perforatum,perforatum,,perennial
Hypericum,perforatum,perforatum,,perennial
Carduus,personata,personata,,perennial
Asplenium,petrarchae,petrarchae,,perennial
Euphrasia,picta,picta,,annual
Genista,pilosa,pilosa,,perennial
Cuscuta,planiflora,godronii,,annual
Teucrium,polium,polium,,perennial
Teucrium,polium,purpurascens,,perennial
Tragopogon,porrifolius,porrifolius,,annual/biennial
Tragopogon,porrifolius,australis,,annual
Carex,praecox,praecox,,perennial
Thymus,praecox,praecox,,perennial
Trifolium,pratense,pratense,,perennial
Phleum,pratense,pratense,,perennial
Phleum,pratense,serotinum,,perennial
Festuca,pratensis,pratensis,,perennial
Salvia,pratensis,pratensis,,perennial
Tragopogon,pratensis,pratensis,,biennial/perennial
Hymenolobus,procumbens,revelieri,,annual
Veronica,prostrata,prostrata,,perennial
Orchis,provincialis,provincialis,,perennial
Helictotrichon,pubescens,pubescens,,perennial
Festuca,pulchella,pulchella,,perennial
Rumex,pulcher,woodsii,,perennial
Stipa,pulcherrima,pulcherrima,,perennial
Thymus,pulegioides,pulegioides,,perennial
Evax,pygmaea,pygmaea,,annual
Ornithogalum,pyrenaicum,pyrenaicum,,perennial
Thesium,pyrenaicum,pyrenaicum,,perennial
Orobanche,ramosa,ramosa,,annual
Orobanche,ramosa,mutelii,,perennial
Myosotis,ramosissima,ramosissima,,annual
Bupleurum,ranunculoides,ranunculoides,,perennial
Raphanus,raphanistrum,raphanistrum,,annual
Orobanche,rapum-genistae,rapum-genistae,,annual/biennial/perennial
Stachys,recta,recta,,perennial
Brassica,repanda,repanda,,perennial
Trifolium,repens,repens,,perennial
Trifolium,repens,repens,,perennial
Saxifraga,retusa,retusa,,perennial
Stemmacantha,rhapontica,rhapontica,,perennial
Hypericum,richeri,richeri,,perennial
Catapodium,rigidum,rigidum,,annual
Geranium,robertianum,robertianum,,annual/biennial
Geranium,robertianum,purpureum,,annual
Geranium,robertianum,robertianum,,annual
Pedicularis,rosea,rosea,,perennial
Euphrasia,rostkoviana,rostkoviana,,annual
Pedicularis,rostratocapitata,rostratocapitata,,perennial
Thlaspi,rotundifolium,rotundifolium,,perennial
Festuca,rubra,rubra,,perennial
Rapistrum,rugosum,rugosum,,annual/biennial
Minuartia,rupestris,rupestris,,perennial
Asplenium,ruta-muraria,ruta-muraria,,perennial
Asplenium,ruta-muraria,ruta-muraria,,perennial
Genista,sagittalis,sagittalis,,perennial
Vicia,sativa,sativa,,annual/biennial
Pastinaca,sativa,sativa,,biennial
Vicia,sativa,nigra,,annual
Pisum,sativum,sativum,,annual
Centaurea,scabiosa,scabiosa,,perennial
Phyteuma,scheuchzeri,scheuchzeri,,perennial
Teucrium,scordium,scordium,,perennial
Allium,scorodoprasum,scorodoprasum,,perennial
Aster,sedifolius,sedifolius,,perennial
Dianthus,seguieri,seguieri,,perennial
Euphorbia,seguieriana,seguieriana,,perennial
Veronica,serpyllifolia,serpyllifolia,,perennial
Campanula,sibirica,sibirica,,biennial/perennial
Heracleum,sphondylium,pyrenaicum,,perennial
Heracleum,sphondylium,sphondylium,,perennial
Luzula,spicata,spicata,,perennial
Phyteuma,spicatum,coeruleum,,perennial
Phyteuma,spicatum,spicatum,,perennial
Ononis,spinosa,maritima,,perennial
Avena,sterilis,sterilis,,annual
Lavandula,stoechas,stoechas,,perennial
Linum,strictum,strictum,,annual
Mentha,suaveolens,suaveolens,,perennial
Linum,suffruticosum,appressum,,perennial
Dianthus,superbus,superbus,,perennial
Brachypodium,sylvaticum,sylvaticum,,perennial
Dianthus,sylvestris,sylvestris,,perennial
Tulipa,sylvestris,sylvestris,,perennial
