genus,species,subspecies,variant,nfix
Crotalaria,alata,,,yes
Psoralea,alata,,,yes
Pterygota,alata,,,yes
Lophira,alata,,,yes
Crescentia,alata,,,yes
Nicotiana,alata,,,no
Rhamnus,alaternus,,,no
Rhamnus,alaternus,,,no
Rhamnus,alaternus,,,no
Rhamnus,alaternus,,,no
Rhamnus,alaternus,,,yes
Eriogonum,alatum,,,no
Sphaerolobium,alatum,,,yes
Eriogonum,alatum,,,yes
Dipterocarpus,alatus,,,no
Dipterocarpus,alatus,,,yes
Dipterocarpus,alatus,,,no
Euonymus,alatus,,,no
Salix,alaxensis,,,no
Salix,alaxensis,,,no
Salix,alaxensis,,,yes
Inga,alba,,,yes
Inga,alba,,,yes
Inga,alba,,,yes
Inga,alba,,,yes
Inga,alba,,,yes
Inga,alba,,,yes
Inga,alba,,,yes
Inga,alba,,,yes
Inga,alba,,,yes
Inga,alba,,,yes
Tachigali,alba,,,yes
Tachigali,alba,,,yes
Tachigali,alba,,,yes
Tachigali,alba,,,yes
Tachigali,alba,,,yes
Tachigali,alba,,,yes
Tachigali,alba,,,yes
Salix,alba,,,no
Salix,alba,,,no
Salix,alba,,,no
Salix,alba,,,no
Abies,alba,,,no
Cryptocarya,alba,,,no
Cryptocarya,alba,,,no
Eucalyptus,alba,,,no
Ixora,alba,,,no
Morus,alba,,,no
Populus,alba,,,no
Populus,alba,,,no
Quercus,alba,,,no
Quercus,alba,,,no
Salix,alba,,,no
Salix,alba,,,no
Spiraea,alba,,,no
Sinapis,alba,,,no
Populus,alba,,,no
Salix,alba,,,no
Sonneratia,alba,,,no
Quercus,alba,,,no
Populus,alba,,,no
Quercus,alba,,,no
Ixora,alba,,,no
Morus,alba,,,no
Cryptocarya,alba,,,no
Salix,alba,,,no
Salix,alba,,,no
Quercus,alba,,,no
Spiraea,alba,,,no
Populus,alba,,,no
Abies,alba,,,no
Quercus,alba,,,no
Quercus,alba,,,no
Quercus,alba,,,no
Quercus,alba,,,no
Sonneratia,alba,,,no
Quercus,alba,,,no
Quercus,alba,,,no
Quercus,alba,,,no
Quercus,alba,,,no
Quercus,alba,,,no
Quercus,alba,,,no
Quercus,alba,,,no
Quercus,alba,,,no
Quercus,alba,,,no
Cryptocarya,alba,,,yes
Inga,alba,,,yes
Prosopis,alba,,,yes
Baptisia,alba,,,yes
Ononis,alba,,,yes
Quercus,alba,,,yes
Populus,alba,,,yes
Ixora,alba,,,yes
Morus,alba,,,yes
Cryptocarya,alba,,,yes
Salix,alba,,,yes
Spiraea,alba,,,yes
Tachigali,alba,,,yes
Eucalyptus,alba,,,yes
Sonneratia,alba,,,yes
Cornus,alba,,,yes
Rhynchospora,alba,,,yes
Sinapis,alba,,,yes
Bauhinia,alba,,,yes
Abies,alba,,,no
Carex,alba,,,no
Cornus,alba,,,no
Inga,alba,,,yes
Morus,alba,,,no
Nymphaea,alba,,,no
Osyris,alba,,,no
Populus,alba,,,no
Quercus,alba,,,no
Reseda,alba,,,no
Rhynchospora,alba,,,no
Salix,alba,,,no
Sinapis,alba,,,no
Spiraea,alba,,,no
Salix,alba,,,no
Geranium,albanum,,,no
Eucalyptus,albens,,,no
Aspalathus,albens,,,yes
Eucalyptus,albens,,,yes
Sophora,albescens,,,yes
Miconia,albicans,,,no
Miconia,albicans,,,no
Miconia,albicans,,,no
Miconia,albicans,,,no
Miconia,albicans,,,no
Miconia,albicans,,,no
Miconia,albicans,,,no
Miconia,albicans,,,no
Havardia,albicans,,,yes
Havardia,albicans,,,yes
Miconia,albicans,,,no
Miconia,albicans,,,no
Miconia,albicans,,,yes
Havardia,albicans,,,yes
Vicia,albicans,,,yes
Havardia,albicans,,,yes
Lupinus,albicaulis,,,yes
Pinus,albicaulis,,,no
Pinus,albicaulis,,,no
Lupinus,albicaulis,,,yes
Pinus,albicaulis,,,no
Acacia,albida,,,yes
Faidherbia,albida,,,yes
Mimosa,albida,,,yes
Crotalaria,albida,,,yes
Acacia,albida,,,yes
Faidherbia,albida,,,yes
Pseudorchis,albida,,,no
Sassafras,albidum,,,no
Sisyrinchium,albidum,,,yes
Sassafras,albidum,,,yes
Cistus,albidus,,,no
Pipturus,albidus,,,no
Cistus,albidus,,,no
Pipturus,albidus,,,no
Pipturus,albidus,,,no
Cistus,albidus,,,no
Cistus,albidus,,,no
Pipturus,albidus,,,yes
Cistus,albidus,,,yes
Pipturus,albidus,,,no
Brunia,albiflora,,,no
Brunia,albiflora,,,no
Brunia,albiflora,,,no
Tradescantia,albiflora,,,no
Tradescantia,albiflora,,,no
Dalea,albiflora,,,yes
Galega,albiflora,,,yes
Brunia,albiflora,,,yes
Clitoria,albiflora,,,yes
Brunia,albiflora,,,no
Sclerolobium,albiflorum,,,yes
Hieracium,albiflorum,,,no
Lupinus,albifrons,,,yes
Rhynchosia,albissima,,,yes
Boscia,albitrunca,,,no
Boscia,albitrunca,,,no
Boscia,albitrunca,,,no
Boscia,albitrunca,,,no
Boscia,albitrunca,,,no
Boscia,albitrunca,,,yes
Mimosa,albolanata,,,yes
Carex,albolutescens,,,yes
Trifolium,albopurpureum,,,yes
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Aspidosperma,album,,,no
Aspidosperma,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Aspidosperma,album,,,no
Aspidosperma,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Aspidosperma,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Aspidosperma,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,no
Chenopodium,album,,,yes
Aspidosperma,album,,,yes
Chenopodium,album,,,no
Galium,album,,,no
Lamium,album,,,no
Viscum,album,,,no
Symphoricarpos,albus,,,no
Symphoricarpos,albus,,,no
Symphoricarpos,albus,,,no
Symphoricarpos,albus,,,no
Symphoricarpos,albus,,,no
Lupinus,albus,,,yes
Lupinus,albus,,,yes
Melilotus,albus,,,yes
Symphoricarpos,albus,,,yes
Chamaecytisus,albus,,,yes
Sarothamnus,albus,,,yes
Dictamnus,albus,,,no
Lupinus,albus,,,yes
Melilotus,albus,,,yes
Petasites,albus,,,no
Symphoricarpos,albus,,,no
Pelargonium,alchemilloides,,,yes
Pelargonium,alchemilloides,,,no
Pelargonium,alchemoides,,,no
Pelargonium,alchemoides,,,no
Pelargonium,alchemoides,,,no
Pelargonium,alchemoides,,,no
Pelargonium,alchemoides,,,no
Pelargonium,alchemoides,,,no
Pelargonium,alchemoides,,,no
Hieronima,alcheornoides,,,no
Hyeronima,alcheornoides,,,no
Hieronima,alcheornoides,,,no
Hieronyma,alchorneoides,,,yes
Hieronyma,alchorneoides,,,no
Picea,alcoquiana,,,no
Rhinanthus,alectorolophus,,,no
Rhinanthus,alectorolophus,,,yes
Crotalaria,alexandri,,,yes
Senna,alexandrina,,,yes
Trifolium,alexandrinum,,,yes
Trifolium,alexandrinum,,,yes
Astragalus,algerianus,,,yes
Phippsia,algida,,,no
Phippsia,algida,,,yes
Gentiana,algida,,,no
Primula,algida,,,no
Hedysarum,alhagi,,,yes
Brosimum,alicastrum,,,no
Brosimum,alicastrum,,,no
Brosimum,alicastrum,,,no
Brosimum,alicastrum,,,yes
Brosimum,alicastrum,,,no
Quercus,aliena,,,no
Quercus,aliena,,,yes
Heterothalamus,alienus,,,yes
CARMICHAELIA,ALIGERA,,,yes
Eucalyptus,alipes,,,no
Eucalyptus,alipes,,,yes
Physalis,alkekengi,,,no
Betula,allaghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Betula,alleghaniensis,,,no
Rubus,alleghaniensis,,,no
Betula,alleghaniensis,,,yes
Betula,alleghaniensis,,,no
Rubus,allegheniensis,,,yes
Rubus,allegheniensis,,,no
Betula,alleghensis,,,no
Betula,alleghensis,,,no
Acacia,alleniana,,,yes
Acacia,alleniana,,,yes
Brachystegia,allenii,,,yes
Campanula,alliariifolia,,,no
Cordia,alliodora,,,no
Cordia,alliodora,,,no
Cordia,alliodora,,,no
Cordia,alliodora,,,no
Cordia,alliodora,,,yes
Cordia,alliodora,,,no
Lotus,allionii,,,yes
Astragalus,allochrous,,,yes
Helianthemum,almeriense,,,no
Amelanchier,alnifolia,,,no
Clethra,alnifolia,,,no
Sorbus,alnifolia,,,no
Sorbus,alnifolia,,,no
Clethra,alnifolia,,,no
Sorbus,alnifolia,,,no
Clethra,alnifolia,,,yes
Sorbus,alnifolia,,,yes
Amelanchier,alnifolia,,,yes
Amelanchier,alnifolia,,,no
Viburnum,alnifolium,,,no
Viburnum,alnifolium,,,yes
Alnus,alnobetula,,,yes
Frangula,alnus,,,no
Rhamnus,alnus,,,no
Rhamnus,alnus,,,no
Rhamnus,alnus,,,no
Rhamnus,alnus,,,no
Frangula,alnus,,,no
Astragalus,alopecias,,,yes
Ononis,alopecuroides,,,yes
Sophora,alopecuroides,,,yes
Astragalus,alopecuroides,,,yes
Indigofera,alopecuroides,,,yes
Aspalathus,alopecurus,,,yes
Podolobium,alpestre,,,yes
Trifolium,alpestre,,,yes
Trifolium,alpestre,,,yes
Calytrix,alpestris,,,no
Veronica,alpestris,,,no
Veronica,alpestris,,,no
Calytrix,alpestris,,,no
Rumex,alpestris,,,no
Minasia,alpestris,,,yes
Calytrix,alpestris,,,yes
Rumex,alpestris,,,yes
Callistachys,alpestris,,,yes
Myosotis,alpestris,,,no
Ranunculus,alpestris,,,no
Castanospora,alphandi,,,yes
Castanospora,alphandii,,,no
Lonicera,alpigena,,,no
Poa,alpigena,,,no
Bartsia,alpina,,,no
Veronica,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Bartsia,alpina,,,no
Bartsia,alpina,,,no
Bartsia,alpina,,,no
Bartsia,alpina,,,no
Bartsia,alpina,,,no
Bartsia,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Bartsia,alpina,,,no
Bartsia,alpina,,,no
Bartsia,alpina,,,no
Bartsia,alpina,,,no
Bartsia,alpina,,,no
Bartsia,alpina,,,no
Bartsia,alpina,,,no
Arabis,alpina,,,no
Arctostaphylos,alpina,,,no
Arctostaphylos,alpina,,,no
Arctous,alpina,,,no
Bartsia,alpina,,,no
Bartsia,alpina,,,no
Coprosma,alpina,,,no
Hierochloe,alpina,,,no
Leucanthemopsis,alpina,,,no
Linaria,alpina,,,no
Veronica,alpina,,,no
Veronica,alpina,,,no
Veronica,alpina,,,no
Arctostaphylos,alpina,,,no
Bartsia,alpina,,,no
Poa,alpina,,,no
Arabis,alpina,,,no
Leucanthemopsis,alpina,,,no
Linaria,alpina,,,no
Arctous,alpina,,,no
Bartsia,alpina,,,no
Arctous,alpina,,,no
Bartsia,alpina,,,no
Veronica,alpina,,,no
Arctous,alpina,,,no
Hierochloe,alpina,,,no
Coprosma,alpina,,,no
Pernettya,alpina,,,no
Antennaria,alpina,,,no
Antennaria,alpina,,,no
Antennaria,alpina,,,no
Antennaria,alpina,,,no
Viscaria,alpina,,,no
Viscaria,alpina,,,no
Viscaria,alpina,,,no
Viscaria,alpina,,,no
Oxalis,alpina,,,no
Indigofera,alpina,,,yes
Rhamnus,alpina,,,yes
Arabis,alpina,,,yes
Leucanthemopsis,alpina,,,yes
Linaria,alpina,,,yes
Arctous,alpina,,,yes
Bartsia,alpina,,,yes
Veronica,alpina,,,yes
Pernettya,alpina,,,yes
Antennaria,alpina,,,yes
Oxalis,alpina,,,yes
Saussurea,alpina,,,yes
Poa,alpina,,,yes
Acacia,alpina,,,yes
Alchemilla,alpina,,,no
Arabis,alpina,,,no
Arctous,alpina,,,no
Bartsia,alpina,,,no
Campanula,alpina,,,no
Circaea,alpina,,,no
Clematis,alpina,,,no
Danthonia,alpina,,,no
Homogyne,alpina,,,no
Hornungia,alpina,,,no
Linaria,alpina,,,no
Pinguicula,alpina,,,no
Poa,alpina,,,no
Saussurea,alpina,,,no
Soldanella,alpina,,,no
Stachys,alpina,,,no
Veronica,alpina,,,no
Juncus,alpinoarticulatus,,,no
Luzula,alpinopilosa,,,no
Luzula,alpino-pilosa,,,no
Luzula,alpino-pilosa,,,no
Luzula,alpino-pilosa,,,yes
Arctostaphylos,alpinos,,,no
Phleum,alpinum,,,no
Phleum,alpinum,,,no
Phleum,alpinum,,,no
Ribes,alpinum,,,no
Ribes,alpinum,,,no
Ribes,alpinum,,,no
Ribes,alpinum,,,no
Hedysarum,alpinum,,,yes
Phleum,alpinum,,,no
Phleum,alpinum,,,no
Ribes,alpinum,,,no
Taraxacum,alpinum,,,no
Phleum,alpinum,,,no
Hedysarum,alpinum,,,yes
Taraxacum,alpinum,,,no
Phleum,alpinum,,,no
Ribes,alpinum,,,no
Hedysarum,alpinum,,,yes
Trifolium,alpinum,,,yes
Hedysarum,alpinum,,,yes
Laburnum,alpinum,,,yes
Melolobium,alpinum,,,yes
Trifolium,alpinum,,,yes
Taraxacum,alpinum,,,yes
Phleum,alpinum,,,yes
Ribes,alpinum,,,yes
Cerastium,alpinum,,,no
Hieracium,alpinum,,,no
Phleum,alpinum,,,no
Ribes,alpinum,,,no
Thalictrum,alpinum,,,no
Thesium,alpinum,,,no
Trichophorum,alpinum,,,no
Astragalus,alpinus,,,yes
Alopecurus,alpinus,,,no
Alopecurus,alpinus,,,no
Alopecurus,alpinus,,,no
Alopecurus,alpinus,,,no
Alopecurus,alpinus,,,no
Alopecurus,alpinus,,,no
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Phyllocladus,alpinus,,,no
Phyocladus,alpinus,,,no
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Astragalus,alpinus,,,yes
Phyllocladus,alpinus,,,no
Astragalus,alpinus,,,yes
Lotus,alpinus,,,yes
Aster,alpinus,,,no
Astragalus,alpinus,,,yes
Laburnum,alschingeri,,,yes
Epilobium,alsinifolium,,,no
Evolvulus,alsinoides,,,no
Evolvulus,alsinoides,,,yes
Daniellia,alsteeniana,,,yes
Trollius,altaicus,,,no
Pelargonium,alternans,,,no
Pelargonium,alternans,,,no
Pelargonium,alternans,,,no
Pelargonium,alternans,,,no
Pelargonium,alternans,,,no
Pelargonium,alternans,,,no
Pelargonium,alternans,,,no
Pelargonium,alternans,,,no
Pelargonium,alternans,,,no
Pelargonium,alternans,,,no
Pelargonium,alternans,,,no
Chamaedorea,alternans,,,no
Chamaedorea,alternans,,,no
Indigofera,alternans,,,yes
Chamaedorea,alternans,,,yes
Pelargonium,alternans,,,yes
Pelargonium,alternans,,,no
Spartina,alterniflora,,,no
Spartina,alterniflora,,,yes
Spartina,alterniflora,,,no
Myriophyllum,alterniflorum,,,no
Cornus,alternifolia,,,no
Cornus,alternifolia,,,no
Cornus,alternifolia,,,no
Cornus,alternifolia,,,yes
Chrysosplenium,alternifolium,,,no
Chrysosplenium,alternifolium,,,no
Chrysosplenium,alternifolium,,,yes
Chrysosplenium,alternifolium,,,no
Cyperus,alternifolius,,,no
Artocarpus,altilis,,,no
Artocarpus,altilis,,,yes
Artocarpus,altilis,,,no
Mansonia,altissima,,,no
Pultenaea,altissima,,,yes
Neea,altissima,,,yes
Tetragastris,altissima,,,yes
Ailanthus,altissima,,,yes
Mansonia,altissima,,,yes
Inga,altissima,,,yes
Mucuna,altissima,,,yes
Ailanthus,altissima,,,no
Festuca,altissima,,,no
Melica,altissima,,,no
Suaeda,altissima,,,no
Sisymbrium,altissimum,,,no
Melilotus,altissimus,,,yes
Dicymbe,altsonii,,,yes
Dicymbe,altsonii,,,no
Globularia,alypum,,,no
Globularia,alypum,,,no
Globularia,alypum,,,no
Globularia,alypum,,,yes
Alyssum,alyssoides,,,no
Trifolium,amabile,,,yes
Abies,amabilis,,,no
Piper,amalago,,,no
Piper,amalago,,,no
Piper,amalago,,,no
Piper,amalago,,,yes
Piper,amalago,,,no
Simarouba,amara,,,no
Simarouba,amara,,,no
Simarouba,amara,,,no
Simarouba,amara,,,no
Albizia,amara,,,yes
Simarouba,amara,,,yes
Cardamine,amara,,,no
Iberis,amara,,,no
Polygala,amara,,,no
Saussurea,amara,,,no
Simarouba,amara,,,no
Gentianella,amarella,,,no
Polygala,amarella,,,no
panicum,amarum,,,no
Terminalia,amazonia,,,no
Ocotea,amazonica,,,no
Tapura,amazonica,,,no
Terminalia,amazonica,,,yes
Crudia,amazonica,,,yes
Lecointea,amazonica,,,yes
Poecilanthe,amazonica,,,yes
Deguelia,amazonica,,,yes
Ocotea,amazonica,,,yes
Tapura,amazonica,,,yes
Ocotea,amazonica,,,no
Tapura,amazonica,,,no
Chrysophyllum,amazonicum,,,no
Chrysophyllum,amazonicum,,,no
Chrysophyllum,amazonicum,,,no
Derris,amazonicum,,,yes
Derris,amazonicum,,,yes
Derris,amazonicum,,,yes
Derris,amazonicum,,,yes
Derris,amazonicum,,,yes
Derris,amazonicum,,,yes
Derris,amazonicum,,,yes
Derris,amazonicum,,,yes
Derris,amazonicum,,,yes
Derris,amazonicum,,,yes
Derris,amazonicum,,,yes
Derris,amazonicum,,,yes
Derris,amazonicum,,,yes
Chrysophyllum,amazonicum,,,yes
Tymatococcus,amazonicus,,,no
Tymatococcus,amazonicus,,,no
Trymatococcus,amazonicus,,,yes
Pterocarpus,amazonicus,,,yes
Trymatococcus,amazonicus,,,no
Pterocarpus,amazonum,,,yes
Pterocarpus,amazonum,,,yes
Clitoria,amazonum,,,yes
Clitoria,amazonum,,,yes
Pterocarpus,amazonum,,,yes
Pouteria,ambelaniifolia,,,no
Nectandra,ambigens,,,no
Nectandra,ambigens,,,no
Nectandra,ambigens,,,yes
Actinodaphne,ambigua,,,no
Hakea,ambigua,,,no
Hakea,ambigua,,,no
Actinodaphne,ambigua,,,no
Hakea,ambigua,,,no
Caragana,ambigua,,,yes
Lebeckia,ambigua,,,yes
Actinodaphne,ambigua,,,yes
Hakea,ambigua,,,yes
Trifolium,ambiguum,,,yes
Trifolium,ambiguum,,,yes
Trifolium,ambiguum,,,yes
Indigofera,amblyantha,,,yes
Neorautanenia,amboensis,,,yes
Bolusia,amboensis,,,yes
Phaseolus,amboensis,,,yes
Dysphania,ambrosioides,,,no
Aster,amellus,,,no
Aster,amellus,,,no
Aster,amellus,,,yes
Aster,amellus,,,no
Sorbus,americana,,,no
Fraxinus,americana,,,no
Sorbus,americana,,,no
Sorbus,americana,,,no
Sorbus,americana,,,no
Sorbus,americana,,,no
Sorbus,americana,,,no
Sorbus,americana,,,no
Sorbus,americana,,,no
Sorbus,americana,,,no
Sorbus,americana,,,no
Fraxinus,americana,,,no
Sorbus,americana,,,no
Sorbus,americana,,,no
Sorbus,americana,,,no
Sorbus,americana,,,no
Sorbus,americana,,,no
Vicia,americana,,,yes
Vicia,americana,,,yes
Vicia,americana,,,yes
Vicia,americana,,,yes
Vicia,americana,,,yes
Vicia,americana,,,yes
Vicia,americana,,,yes
Vicia,americana,,,yes
Vicia,americana,,,yes
Vicia,americana,,,yes
Vicia,americana,,,yes
Vicia,americana,,,yes
Vicia,americana,,,yes
