Genus,Species,Subspecies,Variant,Weight (g)
Allium,rupestre,,,1.3672
Allium,saposhnikovii,,,1.3252
Allium,sarawschanicum,,,4.67
Allium,saxatile,,,1.0309868
Allium,schachimardanicum,,,3.718
Allium,schoenoprasum,,,0.99
Allium,schubertii,,,11.2
Allium,scorodoprasum,rotundum,,1.17
Allium,scorodoprasum,,,1.155
Allium,scorzonerifolium,,,2.6437
Allium,semenovii,,,1.009
Allium,senescens,,,2.4
Allium,serra,,,3
Allium,setifolium,,,1.1376
Allium,siculum,dioscoridis,,5.494
Allium,sp.,,,18.5
Allium,sphaerocephalon,sphaerocephalon,,1.2695652
Allium,sphaerocephalon,,,1.3
Allium,stamineum,,,0.979
Allium,stellatum,,,1.89
Allium,stipitatum,,,1.6732
Allium,strictum,,,0.738
Allium,stylosum,,,0.9415789
Allium,suaveolens,,,2.2668
Allium,subhirsutum,subhirsutum,,0.8158416
Allium,subhirsutum,,,1.5728
Allium,subvillosum,,,3.6292
Allium,suworowii,,,4.957
Allium,synnotii,,,2.376
Allium,szovitsii,,,1.4654
Allium,talassicum,,,1.3792
Allium,tel-avivense,,,4.551
Allium,tenuiflorum,,,1.6236
Allium,textile,,,2.523
Allium,tolmiei,,,1.6696
Allium,trachyscordum,,,2.8168
Allium,trautvetterianum,,,6.8104
Allium,tricoccum,,,14.379
Allium,tricoccum,,burdickii,13.5628
Allium,trifoliatum,,,1.481
Allium,tripedale,,,5.5236
Allium,tuberosum,,,4.408
Allium,unifolium,,,4.694
Allium,ursinum,,,5.5
Allium,victorialis,,,5.4427
Allium,vineale,,,19
Allium,viridiflorum,,,1.0888889
Allium,vvedenskyanum,,,0.9556
Allium,wallichii,,,4.5866435
Allium,weschniakowii,,,1.5016
Allium,willeanum,,,0.9092
Allium,winklerianum,,,2.18
Alloeochaete,geniculata,,,1.2528
Alloeochaete,oreogena,,,4.8492
Alloteropsis,cimicina,,,0.5512
Alloteropsis,semialata,,,1.926
Alloteropsis,semialata,eckloniana,,18528.4090909
Alloteropsis,semialata,semialata,,0.9908
Alocasia,brisbanensis,,,10
Aloe,aageodonta,,,1.7892
Aloe,aculeata,,,2.2224
Aloe,acutissima,itampolensis,,0.8006667
Aloe,acutissima,acutissima,,1.1656
Aloe,acutissima,,antanimorensis,0.9866
Aloe,affinis,,,0.7836
Aloe,africana,,,1.6328
Aloe,amudatensis,,,0.7909091
Aloe,angelica,,,2.0368
Aloe,antandroy,,,0.93628
Aloe,arborescens,,,1.128
Aloe,asperifolia,,,3.5832
Aloe,babatiensis,,,0.9487179
Aloe,betsileensis,,,1.36
Aloe,branddraaiensis,,,0.8096
Aloe,broomii,,broomii,0.9976
Aloe,burgersfortensis,,,1.124
Aloe,capitata,,angavoana,1.2672
Aloe,capitata,,,1.7216
Aloe,capitata,,quartziticola,1.142
Aloe,castanea,,,1.772
Aloe,castellorum,,,1.9344
Aloe,cataractarum,,,0.5333333
Aloe,chabaudii,,chabaudii,1.8376
Aloe,chortolirioides,,chortolirioides,0.9636
Aloe,cipolinicola,,,1.42172
Aloe,citrina,,,2.2644
Aloe,claviflora,,,3.06
Aloe,commixta,,,5.0415385
Aloe,comosa,,,2.5168
Aloe,comptonii,,,1.7688
Aloe,conifera,,,0.9208
Aloe,cooperi,,,2.9696
Aloe,craibii,,,1.5454976
Aloe,cryptopoda,,,1.876
Aloe,dawei,,,1.7612
Aloe,deltoideodonta,,fallax,1.496
Aloe,deltoideodonta,,,1.2136
Aloe,deserti,,,1.0352
Aloe,dewetii,,,2.1048
Aloe,dichotoma,,,7.9144
Aloe,dinteri,,,1.972
Aloe,distans,,,2.2028
Aloe,divaricata,,,0.78632
Aloe,dominella,,,1.0093458
Aloe,dyeri,,,1.468
Aloe,ecklonis,,,2.4154
Aloe,erensii,,,1.2379808
Aloe,erinacea,,,1.728
Aloe,excelsa,,excelsa,1.1752
Aloe,ferox,,,1.727
Aloe,fosteri,,,0.90876
Aloe,gariepensis,,,1.3498
Aloe,gerstneri,,,1.7788
Aloe,globuligemma,,,1.4576
Aloe,grandidentata,,,1.5172
Aloe,greatheadii,,,0.8884
Aloe,greatheadii,,davyana,1.518
Aloe,greenii,,,1.9316
Aloe,helenae,,,1.9144
Aloe,hereroensis,,,1.8969
Aloe,hexapetala,,,1.4261
Aloe,hlangapies,,,2.2984
Aloe,ibitiensis,,,1.1152
Aloe,imalotensis,,,0.91
Aloe,jucunda,,,1.5421
Aloe,juvenna,,,0.6384615
Aloe,laeta,,,1.1004
Aloe,lateritia,,lateritia,1.6385
Aloe,leachii,,,1.1716
Aloe,leandrii,,,1.3536
Aloe,lineata,,,0.70436
Aloe,lineata,,muirii,1.9516
Aloe,littoralis,,,2.4039
Aloe,longibracteata,,,1.5256
Aloe,lutescens,,,1.8372
Aloe,macrosiphon,,,1.1454
Aloe,maculata,,,1.645
Aloe,madecassa,,madecassa,1.358
Aloe,mandotoensis,,,1.016
Aloe,marlothii,,,1.8248
Aloe,marlothii,marlothii,,1.4456
Aloe,melanacantha,,,1.5798
Aloe,micracantha,,,2.6696
Aloe,microstigma,,,1.589
Aloe,microstigma,framesii,,1.85
Aloe,millotii,,,0.7197183
Aloe,modesta,,,1.204
Aloe,mudenensis,,,1.6528
Aloe,namibensis,,,1.8232
Aloe,newtonii,,,0.994
Aloe,niebuhriana,,,1.6221277
Aloe,parvibracteata,,,2.0488
Aloe,parviflora,,,0.9804
Aloe,pearsonii,,,1.1564
Aloe,peckii,,,0.9166667
Aloe,peglerae,,,1.3736
Aloe,perfoliata,,,1.126
Aloe,petricola,,,1.15
Aloe,petrophila,,,0.9824
Aloe,pillansii,,,20.7816
Aloe,plicatilis,,,5.337
Aloe,pluridens,,,1.654
Aloe,polyphylla,,,6.8416
Aloe,pretoriensis,,,0.9604
Aloe,prinslooi,,,2.2476
Aloe,pruinosa,,,1.336
Aloe,purpurea,,,2.76072
Aloe,rabaiensis,,,1.0312
Aloe,ramosissima,,,7.466
Aloe,reitzii,,vernalis,1.052
Aloe,reitzii,,reitzii,1.164
Aloe,reynoldsii,,,0.9327291
Aloe,rupestris,,,1.5908
Aloe,ruspoliana,,,1.3444444
Aloe,schelpei,,,1.1486014
Aloe,schweinfurthii,,,3.0028
Aloe,scorpioides,,,0.9391304
Aloe,secundiflora,,secundiflora,1.258
Aloe,sinkatana,,,0.8571429
Aloe,spicata,,,0.6216
Aloe,striata,,,1.2244
Aloe,suarezensis,,,1.3628
Aloe,suprafoliata,,,1.6308
Aloe,suzannae,,,6.0777
Aloe,swynnertonii,,,1.0448
Aloe,tewoldei,,,1.4392857
Aloe,thorncroftii,,,1.248
Aloe,tormentorii,,,6.452
Aloe,trachyticola,,,1.6912
Aloe,ukambensis,,,2.9758621
Aloe,vanbalenii,,,2.0716
Aloe,vaombe,,,1.7632
Aloe,vaotsanda,,,1.272
Aloe,variegata,,,5.1796
Aloe,viguieri,,,1.02
Aloe,viridiflora,,,0.9984
Aloe,vogtsii,,,0.7496
Aloe,volkensii,volkensii,,0.7556
Aloe,vryheidensis,,,1.4748
Aloe,wilsonii,,,1.575
Aloe,wollastonii,,,2.4388
Aloe,zebrina,,,1.563
Aloidendron,dichotomum,,,5.8
Aloidendron,ramosissimum,,,7.5975904
Alopecurus,aequalis,,amurensis,0.36
Alopecurus,aequalis,,,0.168
Alopecurus,agrestis,,,1.05
Alopecurus,apiatus,,,1.5
Alopecurus,arundinaceus,,,0.5
Alopecurus,bulbosus,,,0.4584
Alopecurus,carolinianus,,,0.2228
Alopecurus,geniculatus,,,0.284
Alopecurus,gerardii,,,1.1671
Alopecurus,glacialis,,,0.656
Alopecurus,magellanicus,,,0.6063
Alopecurus,myosuroides,,,1.9948
Alopecurus,pratensis,,,0.9
Alopecurus,rendlei,,,2.6628
Alopecurus,saccatus,,,0.363
Alopecurus,textilis,,,1.73
Alopecurus,utriculatus,,,0.8652
Alopecurus,vaginatus,,,0.334
Alpinia,arundelliana,,,18.4193694
Alpinia,caerulea,,,15.9872
Alpinia,chinensis,,,23.8668
Alpinia,conchigera,,,34.9244
Alpinia,modesta,,,15
Alpinia,roxburghii,,,30.2408
Alpinia,zerumbet,,,17.4992
Alstroemeria,aurea,,,18.9127
Alstroemeria,chilensis,,,17.7
Alstroemeria,diluta,chrysantha,,6.4404
Alstroemeria,diluta,,,6.9756
Alstroemeria,garaventae,,,17.3548
Alstroemeria,graminea,,,5.8852
Alstroemeria,hookeri,hookeri,,8.3537313
Alstroemeria,hookeri,cummingiana,,12.1284
Alstroemeria,hookeri,,,10.7184
Alstroemeria,kingii,,,7.3348
Alstroemeria,leporina,,,15.0504
Alstroemeria,ligtu,,,16.8
Alstroemeria,magnifica,magnifica,,31.56428
Alstroemeria,magnifica,maxima,,24.0188
Alstroemeria,magnifica,,magenta,20.5684
Alstroemeria,pallida,,,18.3
Alstroemeria,paupercula,,,12.255
Alstroemeria,pelegrina,,,25.2767
Alstroemeria,philippii,,,8.9844
Alstroemeria,polyphylla,,,14.2272
Alstroemeria,presliana,australis,,10
Alstroemeria,pseudospathulata,,,23.04
Alstroemeria,pulchra,,,7.99
Alstroemeria,recumbens,,,9.0492
Alstroemeria,revoluta,,,16.60608
Alstroemeria,schizanthoides,,,14.93166
Alstroemeria,umbellata,,,25.6692
Alstroemeria,versicolor,,,9.0782
Alstroemeria,werdermannii,,,14.714
Amischotolype,hispida,,,1.2916
Ammophila,arenaria,arundinacea,,3.3856
Ammophila,arenaria,,,3.4
Ammophila,arenaria,arenaria,,4.3416
Ammophila,breviligulata,,,33.4166667
Amorphophallus,dracontioides,,,113.0784215
Ampelodesmos,mauritanicus,,,3.6748
Amphicarpum,amphicarpon,,,7.1
Amphipogon,caricinus,,,1.075
Amphipogon,sericeus,,,0.7748
Amphiscirpus,nevadensis,,,1.3032
Anacamptis,morio,,,0.0028
Anacamptis,papilionacea,,,0.001202
Anacamptis,pyramidalis,,,0.0006666
Anchomanes,abbreviatus,,,173.1651163
Anchomanes,difformis,,,379.7683398
Ancistrochilus,rothschildianus,,,0.0019028
Androcymbium,burchellii,,,3.8552
Androcymbium,circinatum,,,2.7333333
Androcymbium,europaeum,,,10.11
Androcymbium,exiguum,vogelii,,0.7692
Androcymbium,melanthioides,,,2.6804
Androcymbium,roseum,roseum,,1.404
Andropogon,bicornis,,,0.1396
Andropogon,chinensis,,,1.7756
Andropogon,distachyos,,,0.9934
Andropogon,eucomus,huillensis,,0.364
Andropogon,fastigiatus,,,1.7657
Andropogon,furcatus,,,1.446
Andropogon,gayanus,,,2.5584
Andropogon,gerardi,,,2.32
Andropogon,gerardi,,,2.4
Andropogon,glomeratus,,,0.3686
Andropogon,gyrans,,stenophylla,0.7808
Andropogon,hallii,,,3.5
Andropogon,ischaemum,,,1.1
Andropogon,liebmannii,,,1.05
Andropogon,perligulatus,,,1.3968
Andropogon,pertusus,,,1.2
Andropogon,pseudapricus,,,1.7548
Andropogon,scoparius,,,1.1
Andropogon,tectorum,,,1.0973
Andropogon,ternarius,,,1.7
Andropogon,virginicus,,,0.368
Aneilema,acuminatum,,,0.6422
Aneilema,dispermum,,,5.1308511
Aneilema,hirtum,,,1.8164
Aneilema,paludosum,,,2.7731618
Aneilema,setiferum,,pallidiciliatum,0
Angraecum,aporoides,,,0.0060513
Angraecum,calceolus,,,0.000371
Angraecum,compactum,,,0.0002158
Angraecum,didieri,,,0.0004087
Angraecum,eburneum,,,0.000448
Angraecum,eburneum,eburneum,,0.0003544
Angraecum,eburneum,superbum,,0.00078
Angraecum,eburneum,giryamae,,0.0025
Angraecum,eburneum,xerophilum,,0.0072664
Angraecum,erectum,,,0.0019268
Angraecum,humblotianum,,,0.000375
Angraecum,magdalenae,,,0.00948
Angraecum,mauritianum,,,0.001294
Angraecum,multiflorum,,,0.0002475
Angraecum,pauciramosum,,,0.0001895
Angraecum,popowii,,,0.0005275
Angraecum,protensum,,,0.0002056
Angraecum,rutenbergianum,,,0.0007994
Angraecum,sesquipedale,,angustifolium,0.0008989
Angraecum,sp.,,,0.0007
Anguloa,x,,,0.0004
Anigozanthos,bicolor,exstans,,0.66244
Anigozanthos,bicolor,minor,,0.1976
Anigozanthos,bicolor,bicolor,,0.9404
Anigozanthos,flavidus,,,0.6988
Anigozanthos,humilis,chrysanthus,,0.5192
Anigozanthos,kalbarriensis,,,0.4664
Anigozanthos,manglesii,,,1.1
Anigozanthos,manglesii,quadrans,,0.917
Anigozanthos,onycis,,,0.5468
Anigozanthos,preissii,,,2.062
Anigozanthos,pulcherrimus,,,1.16816
Anigozanthos,rufus,,,1.0396
Anigozanthos,viridis,Cataby,,0.471
Anigozanthos,viridis,,,0.5004
Anisopogon,avenaceus,,,13.182
Ansellia,africana,,,0.0065472
Anthenantia,rufa,,,1.268
Anthephora,pubescens,,,1.715
Anthericum,liliago,,,7.5505
Anthericum,ramosum,,,4.79
Anthoxanthum,aristatum,,,0.372
Anthoxanthum,nipponicum,,,0.4878
Anthoxanthum,odoratum,odoratum,,0.414
Anthoxanthum,odoratum,,,0.56
Anthurium,bakeri,,,6.7290323
Anticlea,elegans,,,0.528
Antinoria,insularis,,,0.0708
Apera,interrupta,,,0.1116
Apera,spica-venti,,,0.1
Aphelia,gracilis,,,0.0711
Aphelia,pumilio,,,0.1198
Aphyllanthes,monspeliensis,,,2.4650909
Apluda,mutica,,,0.6236
Apodasmia,brownii,,,0.8156
Apodasmia,similis,,,0.3896
Aponogeton,desertorum,,,0.39968
Appendicula,buxifolia,,,0.178
Appendicula,elegans,,,0.0105
Arachnis,labrosa,,,0.0004439
Arachnitis,uniflora,,,0.0063623
Araeococcus,flagellifolius,,,2.25068
Archontophoenix,alexandrae,,,315.702
Archontophoenix,cunninghamiana,,,568.2
Arctagrostis,latifolia,,,0.2964
Areca,catechu,,,20800
Arenga,caudata,,,245
Arenga,pinnata,,,4146.9791667
Arenga,wightii,,,3571
Arethusa,bulbosa,,,0.004
Arisaema,ciliatum,,,9.1044
Arisaema,dracontium,,,50.115
Arisaema,erubescens,,,18.7644
Arisaema,franchetianum,,,11.8111111
Arisaema,heterophyllum,,,26.44
Arisaema,jacquemontii,,,10.9
Arisaema,triphyllum,,,31
Arisaema,yunnanense,,,12.0333333
Aristea,abyssinica,,,1.302
Aristea,africana,,,1.13
Aristea,alata,,,1.15
Aristea,anceps,,,1.8536
Aristea,angolensis,angolensis,,0.8852
Aristea,angolensis,acutivalvis,,0.7056
Aristea,angolensis,,,1.1012
Aristea,angustifolia,,,0.4304
Aristea,bakeri,,,3.4184
Aristea,capitata,,,3.587
Aristea,ecklonii,,,1.215
Aristea,grandis,,,0.6648
Aristea,kitchingii,,,2.7332
Aristea,madagascariensis,,,0.6572
Aristea,major,,,4.44
Aristea,montana,,,1.0727
Aristea,platycaulis,,,2.2736
Aristea,pusilla,,,0.87856
Aristea,racemosa,,,2.59
Aristea,schizolaena,,,1.2556
Aristea,torulosa,,,0.59
Aristida,abnormis,,,0.8954
Aristida,adoensis,,,1.43
Aristida,adscensionis,,,1.08
Aristida,anthoxanthoides,,,0.644
Aristida,arida,,,4.0448
Aristida,arizonica,,,8.584
Aristida,barbicollis,,,0.2676
Aristida,basiramea,,,0.976
Aristida,behriana,,,2.5048
Aristida,benthamii,,,0.4348
Aristida,biglandulosa,,,5.996
Aristida,calycina,calycina,,1.7316
Aristida,capillifolia,,,0.86
Aristida,caput-medusae,,,0.6812
Aristida,congesta,,,0.33
Aristida,contorta,,,2.484
Aristida,desmantha,,,3.3292
Aristida,dichotoma,,,1.2952
Aristida,divaricata,,,2.815
Aristida,effusa,,,1.1788
Aristida,funiculata,,,1.7848
Aristida,glaziovii,,,1.1392
Aristida,holathera,,holathera,10.7
Aristida,hordeacea,,,1.879
Aristida,hygrometrica,,,7.8896
Aristida,inaequiglumis,,,2.613
Aristida,ingrata,,,1.01
Aristida,intermedia,,,0.529
Aristida,jerichoensis,,,1.326
Aristida,kenyensis,,,0.5217
Aristida,lanosa,,,1.8428
Aristida,latifolia,,,1.3388
Aristida,latifolia,,,1
Aristida,lignosa,,,1.18596
Aristida,longespica,,,0.496
Aristida,longiseta,,,2
Aristida,meridionalis,,,0.9076
Aristida,mohrii,,,0.4024
Aristida,mutabilis,,,0.51
Aristida,nemorivaga,,,0.3768
Aristida,nitidula,,,2.055
Aristida,obscura,,,2.612
Aristida,oligantha,,,2.81
Aristida,pallens,,,5.8676
Aristida,palustris,,,1.72
Aristida,parvula,,,0.53908
Aristida,perniciosa,,,0.54352
Aristida,personata,,,1.7352
Aristida,pilgeri,,,0.5448
Aristida,pruinosa,,,1.8236
Aristida,purpurascens,,,0.627
Aristida,purpurea,,,1.11
Aristida,purpurea,,,0.96
Aristida,queenslandica,,,1.16
Aristida,ramosa,,,1.473
Aristida,rhiniochloa,,,6.0848
Aristida,setifolia,,,0.8856
Aristida,sieberiana,,,2.308
Aristida,similis,,,0.386
Aristida,spiciformis,,,2.2056
Aristida,stipitata,,,1.7268
Aristida,stipitata,stipitata,,0.73304
Aristida,stipitata,spicata,,1.1132
Aristida,stipoides,,,1.3576
Aristida,stricta,,,0.5284
Aristida,strigosa,,,2.93
Aristida,superpendens,,,7.2208
Aristida,ternipes,,,1.68
Aristida,triticoides,,,0.6688
Aristida,tuberculosa,,,8.2888
Aristida,wildii,,,1.2632
Arpophyllum,giganteum,,,0.0106
Arrhenatherum,album,,,0.9104
Arrhenatherum,elatius,,,2.8
Arrhenatherum,palaestinum,,,5.8372
Arrhenatherum,pubescens,,,1.308
Arthraxon,hispidus,,,0.3522
Arthraxon,prionodes,,,4.4992
Arthraxon,pusillus,,,0.0534
Arthropodium,bifurcatum,,,2.73792
Arthropodium,cirratum,,,2.0256
Arthropodium,cirrhatum,,,1.6
Arthropodium,milleflorum,,,1.6247
Arthropodium,minus,,,0.9282
Arthropodium,pendulum,,,1.4764
Arthropodium,strictum,,,1.9
Arum,balansanum,,,40.1914
Arum,concinnatum,,,38.768
Arum,cylindraceum,,,32.65
Arum,cyrenaicum,,,32.1608
Arum,dioscoridis,,,42.14
Arum,hygrophilum,,,18.2132
Arum,idaeum,,,37.52
Arum,italicum,,,39
Arum,italicum,albispathum,,36.1716
Arum,korolkowii,,,41.9308
Arum,maculatum,,,102
Arum,megobrebi,,,35.8944
Arum,orientale,,,32.6
Arum,palaestinum,,,39
Arum,pictum,,,32.934
Arum,purpureospathum,,,52.3924
Arundinella,deppeana,,,0.072
Arundinella,hookeri,,,0.3872
Arundinella,montana,,,0.7464
Arundinella,nepalensis,,,0.1862
Arundinella,pubescens,,,0.2744
Arundo,collina,,,0.6256
Arundo,donax,,,0.1088
Arundo,plinii,,,0.3988
Askidiosperma,chartaceum,,,1.58
Askidiosperma,esterhuyseniae,,,1
Askidiosperma,paniculatum,,,3.86
Asparagus,acutifolius,,,81.3
Asparagus,africanus,,,44.506
Asparagus,africanus,,africanus,22.2137
Asparagus,albus,,,29.2872
Asparagus,angusticladus,,,45.2517
Asparagus,aphyllus,orientalis,,67.3117647
Asparagus,aphyllus,,,58.058
Asparagus,asparagoides,,,5.3968
Asparagus,buchananii,,,48.433
Asparagus,capensis,,,15.2016393
Asparagus,capensis,,capensis,26.4804
Asparagus,declinatus,,,17.349
Asparagus,falcatus,,,73.89
Asparagus,fasciculatus,,,4.736
Asparagus,flagellaris,,,97.68
Asparagus,flavicaulis,,,13.1168
Asparagus,fractiflexus,,,6.0072
Asparagus,greveanus,,,13.2184
Asparagus,horridus,,,18.184
Asparagus,krebsianus,,,58.0928
Asparagus,laricinus,,,35.628
Asparagus,natalensis,,,66.3638
Asparagus,officinalis,,,24.1
Asparagus,palaestinus,,,46.16
Asparagus,prostratus,,,19.02
Asparagus,psilurus,,,16.3836
Asparagus,racemosus,,,38.17
Asparagus,retrofractus,,,95.2468
Asparagus,rubicundus,,,46.4061
Asparagus,schroederi,,,22.0324
Asparagus,schumanianus,,,22.8116
Asparagus,setaceus,,,30.4
Asparagus,tenuifolius,,,42.9828
Asparagus,thunbergianus,,,33.6
Asparagus,umbellulatus,,,14.1
Asparagus,vaginellatus,,,22.827
Asparagus,verticillatus,,,46.2
Asparagus,virgatus,,,17.3596
Asphodeline,isthmocarpa,,,10.4
Asphodeline,lutea,,,12.91
Asphodeline,prolifera,,,3.9477528
Asphodeline,taurica,,,5.4824
Asphodeline,tenuiflora,,,2.5
Asphodelus,aestivus,,,9.26
Asphodelus,albus,,,10.37
Asphodelus,albus,occidentalis,,12.4116
Asphodelus,fistulosus,fistulosus,,3.182
Asphodelus,fistulosus,,,2.7
Asphodelus,macrocarpus,,,14.8036
Asphodelus,macrocarpus,macrocarpus,,11.5912
Asphodelus,macrocarpus,,arrondeaui,9.3308
Asphodelus,microcarpus,,,3.1
Asphodelus,refractus,,,1.2228
Asphodelus,serotinus,,,3.9512
Asphodelus,tenuifolius,,,1.72
Astelia,alpina,,,1.15
Astelia,alpina,,alpina,1.1024
Astelia,banksii,,,1.3784
Astelia,chathamica,,,3.2156
Astelia,fragrans,,,4.8
Astrebla,elymoides,,,6.129
Astrebla,lappacea,,,3.691
Astrebla,pectinata,,,2.41
Astrebla,squarrosa,,,2.204
Astrocaryum,aculeatum,,,14950
Astrocaryum,mexicanum,,,3422
Astrocaryum,munbaca,,,1535
Astrocaryum,murumuru,,,10400
Astrocaryum,standleyanum,,,7598
Astrocaryum,vulgare,,,9205
Astroloba,foliolosa,,,0.4
Astroloba,rubriflora,,,0.6224
Attalea,cohune,,,1000
Attalea,densiflorus,,,5432.243
Attalea,maripa,,,5880
Austrofestuca,littoralis,,,3.5604
Avena,abyssinica,,,20.8862
Avena,barbata,,,19
Avena,byzantina,,,34.5
Avena,eriantha,,,11.3516
Avena,fatua,,,16
Avena,nuda,,,17.77
Avena,sativa,,,31.5
Avena,sterilis,,,31.34
Avena,strigosa,,,18.5
Avena,x,,,14.13
Axonopus,affinis,,,0.37
Axonopus,compressus,,,0.39
Axonopus,fissifolius,,,0.4912
Axonopus,flexuosus,,,0.3784
Babiana,angustifolia,,,8.9496
Babiana,blanda,,,12.34
Babiana,fragrans,,,8.3184
Babiana,hirsuta,,,13.0072
Babiana,lanata,,,12.9928
Babiana,leipoldtii,,,21.1991111
Babiana,minuta,,,4.95
Babiana,odorata,,,3.3
Babiana,papyracea,,,9.9969231
Babiana,patersoniae,,,3.716
Babiana,pygmaea,,,19.1124
Babiana,ringens,,,25.6927374
Babiana,rubrocyanea,,,23.166
Babiana,secunda,,,9.35932
Babiana,spathacea,,,9.8092
Babiana,stricta,,,5.5365
Babiana,tubulosa,,,15.2812
Babiana,vanzijliae,,,5.4182
Babiana,villosa,,,4.8712
Babiana,villosula,,,10.2960784
Babiana,virescens,,,11.0056
Bactris,acanthocarpoides,,,1120
Bactris,gasipaes,,,1382
Bactris,guineensis,,,541.86
Bactris,simplicifrons,,,120
Bactris,sp.,,,763
Bactris,trichophylla,,,340
Baeometra,uniflora,,,1.1191
Baldellia,ranunculoides,ranunculoides,,0.4636
Baldellia,ranunculoides,,,0.47
Baloskion,tetraphyllum,tetraphyllum,,0.1696
Baloskion,tetraphyllum,meiostachyum,,0.0504
Bambusa,arundinacea,,,13.16
Bambusa,nutans,,,11.4
Bambusa,polymorpha,,,37.9
Bambusa,tulda,,,13.55
Barbacenia,purpurea,,,0.2522
Barbosella,cogniauxiana,,,0.0009456
Baumea,articulata,,,1.32
Beaucarnea,gracilis,,,16.06
Beaucarnea,stricta,,,14.7708
Beckmannia,erucaeformis,,,0.4
Beckmannia,eruciformis,,,0.7892
Beckmannia,syzigachne,,,0.548
Behnia,reticulata,,,129.1768
Bellevalia,dubia,hackelii,,5.806
Bellevalia,flexuosa,,,6.712
Bellevalia,glauca,,,10.917
Bellevalia,montana,,,4.7102804
Bellevalia,paradoxa,,,5.2752212
Bellevalia,sp.,,,3.4
Bellevalia,speciosa,,,7.3327731
Bellevalia,stepporum,,transjordanica,6.7392
Bellevalia,trifoliata,,,8.0752
Bellevalia,warburgii,,,7.506
Bellevalia,zoharyi,,,8.53
Billbergia,alfonsi-joannis,,,6.8228
Billbergia,pallidiflora,,,8.8963
Blancoa,canescens,,,3.4436
Blandfordia,cunninghamii,,,1.2077
Blandfordia,grandiflora,,,2.0624
Blandfordia,nobilis,,,1.0472
Blandfordia,punicea,,,1.4464
Blepharoneuron,tricholepis,,,0.1956
Bletia,coccinea,,,0.0007939
Bletia,patula,,,0.0013846
Bloomeria,crocea,,,1.3
Bloomeria,crocea,,crocea,1.5216
Blysmus,compressus,,,0.602
Blysmus,rufus,,,1.017
Bobartia,gladiata,gladiata,,7.34
Bobartia,gladiata,,,5.51
Bobartia,indica,,,5.0692
Bobartia,longicyma,,,4.4536278
Bobartia,longicyma,microflora,,10.492
Bobartia,macrospatha,,,4.4536
Bobartia,orientalis,,,3.6824
Bobartia,robusta,,,2.6364
Boissiera,squarrosa,,,2.2
Bolboschoenus,caldwellii,,,3.6251
Bolboschoenus,fluviatilis,,,4.97
Bolboschoenus,glaucus,,,2.3886
Bolboschoenus,maritimus,,,2.34
Bolboschoenus,maritimus,paludosus,,3.202
Bolboschoenus,medianus,,,3.8556
Bolboschoenus,nobilis,,,1.2136
Bolboschoenus,robustus,,,2.4994
Bomarea,edulis,,,45.9432056
Bomarea,involucrosa,,,22.8288
Bomarea,ovallei,,,15.9558
Bomarea,salsilla,,,13.7372
Bonatea,speciosa,,,0.0010246
Bonatea,steudneri,,,0.0019268
Borassus,flabellifer,,,20000
Borya,constricta,,,0.1136
Borya,longiscapa,,,0.3036
Borya,septentrionalis,,,0.7756
Borya,sphaerocephala,,,0.049
Borya,subulata,,,0.2228
Bothriochloa,alta,,,2.0612
Bothriochloa,barbinodis,,,1.2411
Bothriochloa,bladhii,,,0.532
Bothriochloa,caucasica,,,0.6
Bothriochloa,decipiens,,,0.7
Bothriochloa,erianthoides,,,11.9568
Bothriochloa,ewartiana,,,0.566
Bothriochloa,insculpta,,,0.3248
Bothriochloa,ischaemum,,,0.6
Bothriochloa,laguroides,,,0.653
Bothriochloa,longipaniculata,,,0.6428
Bothriochloa,macra,,,1.07
Bothriochloa,pertusa,,,0.7
Bothriochloa,saccharoides,,,0.8
Bouteloua,aristidoides,,,0.963
Bouteloua,barbata,,,0.206
Bouteloua,breviseta,,,31.134
Bouteloua,chondrosioides,,,1.343
Bouteloua,curtipendula,,,1.3
Bouteloua,eriopoda,,,0.34
Bouteloua,gracilis,,,0.39
Bouteloua,hirsuta,,,0.55
Bouteloua,rigidiseta,,,0.7076
Bouteloua,rothrockii,,,0.11
Bouteloua,trifida,,,0.2004
Bouteloua,warnockii,,,0.8008
Bowiea,volubilis,volubilis,,3.0648515
Bowiea,volubilis,,,4.2272
Brachiaria,bemarivensis,,,0.15
Brachiaria,bovonei,,,2.787
Brachiaria,brizantha,,,9.641
Brachiaria,decumbens,,,3.4
Brachiaria,distachya,,,1.59
Brachiaria,eruciformis,,,0.1648
Brachiaria,fasciculata,,,2.12932
Brachiaria,gilesii,,,1.8832
Brachiaria,glomerata,,,1.0304
Brachiaria,holosericea,,,1.372
Brachiaria,jubata,,,1.8768
Brachiaria,lata,,,1.7368
Brachiaria,leersioides,,,0.7536
Brachiaria,malacodes,,,0.3308
Brachiaria,mesocoma,,,2.5448
Brachiaria,miliiformis,,,2.778
Brachiaria,mutica,,,0.9876
Brachiaria,nigropedata,,,0.7664
Brachiaria,orthostachys,,,1.7652
Brachiaria,piligera,,,2.8348
Brachiaria,praetervisa,,,1.587
Brachiaria,psammophila,,,1.3352
Brachiaria,ramosa,,,1.9
Brachiaria,scalaris,,,0.4068
Brachiaria,schoenfelderi,,,0.409
Brachiaria,serrata,,,0.9724
Brachiaria,subquadripara,,,1.5
Brachiaria,texana,,,3.9516
Brachiaria,umbellata,,,0.2004
